Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rank
Anon_Course_036,Technology,42,2494,73.31612389,Platform4,82.2069418,4.109876307
Anon_Course_037,Business,43,2760,73.23768062,Platform3,86.4007674,4.250825704
Anon_Course_038,Data Science,43,3563,87.16167943,Platform4,76.17857408,4.392272213
Anon_Course_039,Finance,43,2909,73.0099179,Platform3,85.8151359,4.074330104
Anon_Course_040,Finance,43,4838,94.12958422,Platform2,84.9813775,4.667193784
Anon_Course_041,Office Tools,43,3697,89.85246865,Platform1,94.9945157,4.633162993
Anon_Course_042,Technology,43,3604,88.52831071,Platform2,50.60513224,4.612060728
Anon_Course_043,Data Science,44,4403,85.02960673,Platform3,91.33151777,4.987801216
Anon_Course_044,Design,44,3064,98.97634124,Platform2,70.54015972,4.724973305
Anon_Course_045,Design,44,3089,87.53268945,Platform1,83.9481217,4.427607964
Anon_Course_046,Design,44,3940,94.37130754,Platform2,99.5345634,4.902046338
Anon_Course_047,Finance,44,3925,86.21002389,Platform2,64.62849847,4.293300585
Anon_Course_048,Finance,44,2429,75.59734745,Platform3,87.4387205,4.115802184
Anon_Course_049,Marketing,44,3869,81.17450126,Platform3,59.20220743,4.502737409
Anon_Course_050,Marketing,44,4217,85.97477756,Platform4,85.3528407,4.806261308
Anon_Course_051,Office Tools,44,4648,93.41685111,Platform4,86.5403631,4.750332568
Anon_Course_052,Programming,44,4288,79.45808687,Platform3,89.9678768,4.646396878
Anon_Course_053,Programming,44,4189,92.73200593,Platform1,84.5375698,4.825509679
Anon_Course_054,Technology,44,2660,79.21036154,Platform2,64.99356701,4.20245221
Anon_Course_055,AI,45,3000,79.93989439,Platform4,58.81923916,4.163028456
Anon_Course_056,AI,45,4326,81.836419,Platform1,93.99105817,4.988445017
Anon_Course_057,AI,45,3841,83.82075442,Platform4,96.6549899,4.632043124
Anon_Course_058,Business,45,3885,88.96995816,Platform4,99.6052672,4.985238113
Anon_Course_059,Data Science,45,2711,80.51654934,Platform4,82.81436212,4.100515256
Anon_Course_060,Data Science,45,3949,80.92663368,Platform4,80.7263359,4.433999211
Anon_Course_061,Data Science,45,3618,89.74892064,Platform3,85.3879378,4.944363127
Anon_Course_062,Finance,45,3971,97.26348234,Platform3,85.52197288,4.628024762
Anon_Course_063,Marketing,45,3830,83.97553317,Platform2,65.93164019,4.525215254
Anon_Course_064,Office Tools,45,3373,85.96467729,Platform3,95.992803,4.635625058
Anon_Course_065,Programming,45,4581,80.63119844,Platform1,53.07067063,4.791418967
Anon_Course_066,Programming,45,2397,86.4279905,Platform2,94.9192894,4.1044261
Anon_Course_067,Technology,45,2908,78.89183411,Platform4,80.52766175,4.224087042
Anon_Course_068,Technology,45,3032,70.53771543,Platform4,91.7800911,4.630082109
Anon_Course_069,AI,46,3539,95.00296485,Platform3,72.5150121,4.829177679
Anon_Course_070,Data Science,46,3190,73.73632192,Platform1,94.0942924,4.339210911
Anon_Course_071,Data Science,46,2270,73.84039942,Platform4,82.4282589,4.188137564
Anon_Course_072,Design,46,2943,78.5374462,Platform3,64.62444242,4.148680971
Anon_Course_073,Finance,46,4211,92.98296566,Platform1,86.4448546,4.944379941
Anon_Course_074,Marketing,46,2857,76.68601626,Platform1,50.6506718,4.252704903
Anon_Course_075,Office Tools,46,2424,70.87563531,Platform1,60.35626699,4.324640971
Anon_Course_076,Technology,46,2363,80.19098429,Platform2,81.4531,4.049993135
Anon_Course_077,Business,47,2833,78.43787717,Platform4,53.15736651,4.107540074
Anon_Course_078,Business,47,3438,86.50717103,Platform2,73.01091032,4.951502607
Anon_Course_079,Design,47,4243,95.74578273,Platform4,79.85796155,4.844791884
Anon_Course_080,Design,47,3857,86.54588608,Platform1,98.33258807,4.838380025
Anon_Course_081,Finance,47,3560,96.81220629,Platform3,70.18750574,4.787957747
Anon_Course_082,Marketing,47,2615,85.54987551,Platform1,94.78450892,4.059915988
Anon_Course_083,Marketing,47,3276,86.31796359,Platform1,84.0024835,4.585616436
Anon_Course_084,Office Tools,47,4422,94.76679797,Platform1,85.29431467,4.839766168
Anon_Course_085,Office Tools,47,3957,88.53361169,Platform1,96.85408882,4.386963222
Anon_Course_086,Programming,47,3471,80.53461941,Platform1,87.69985584,4.473170547
Anon_Course_087,Programming,47,3549,98.34206553,Platform2,94.159871,4.926327003
Anon_Course_088,Programming,47,3732,84.06053253,Platform4,84.5858044,4.696217884
Anon_Course_089,Technology,47,3039,70.11117818,Platform1,72.3862594,4.44918502
Anon_Course_090,Technology,47,2332,78.72355014,Platform1,79.69301008,4.107954621
Anon_Course_091,AI,48,3647,83.32038741,Platform4,73.75903514,4.802796761
Anon_Course_092,Business,48,3775,71.68642165,Platform1,84.2925153,4.473755671
Anon_Course_093,Business,48,2313,72.96919354,Platform2,84.7955141,4.077796999
Anon_Course_094,Data Science,48,3098,74.21056101,Platform4,53.14016665,4.505367911
Anon_Course_095,Data Science,48,2528,88.32290993,Platform2,81.92235997,4.190111693
Anon_Course_096,Design,48,3182,92.12605993,Platform4,99.11204223,4.818646743
Anon_Course_097,Design,48,2802,71.50864886,Platform1,88.6274128,4.099600047
Anon_Course_098,Design,48,2909,81.96343023,Platform1,92.4484029,4.099772915
Anon_Course_099,Finance,48,2855,75.89276462,Platform3,64.71700843,4.153256899
Anon_Course_100,Marketing,48,3514,99.64503738,Platform3,57.31021212,4.806906514
Anon_Course_101,Marketing,48,4678,92.60398671,Platform4,81.8174595,4.891638301
Anon_Course_102,Marketing,48,2972,89.49848986,Platform2,96.812918,4.123094239
Anon_Course_103,Technology,48,3000,92.41988582,Platform3,80.1788321,4.981191345
Anon_Course_104,Technology,48,3518,87.31984513,Platform1,86.7315796,4.352282027
Anon_Course_105,Technology,48,3523,99.80073371,Platform1,99.0649366,4.752506764
Anon_Course_106,AI,49,3798,81.13715315,Platform1,88.3657653,4.593346611
Anon_Course_107,AI,49,4491,87.60335682,Platform1,98.638433,4.866356286
Anon_Course_108,Data Science,49,2551,83.25116391,Platform3,54.34815714,4.23054457
Anon_Course_109,Design,49,3925,81.43348404,Platform4,86.6727361,4.330279319
Anon_Course_110,Design,49,3998,78.16972461,Platform4,80.6189952,4.481154734
Anon_Course_111,Finance,49,4954,94.8978317,Platform4,82.6411622,4.840031017
Anon_Course_112,Marketing,49,3835,88.60541082,Platform3,72.27883884,4.842899924
Anon_Course_113,Marketing,49,3470,89.45440323,Platform3,97.5706701,4.41227317
Anon_Course_114,Marketing,49,3484,99.58435439,Platform2,88.6261419,4.590843666
Anon_Course_115,Programming,49,3129,96.25342009,Platform3,89.349439,4.82167979
Anon_Course_116,Design,50,2469,73.99643796,Platform3,81.5313465,4.009011629
Anon_Course_117,Marketing,50,3988,78.99539938,Platform2,59.52800612,4.447105817
Anon_Course_118,Programming,50,3518,81.05795471,Platform3,90.42747622,4.477032054
Anon_Course_119,Programming,50,3351,84.57239852,Platform1,80.1944615,4.473990454
Anon_Course_120,AI,51,2093,82.0500879,Platform3,74.55141066,4.112086523
Anon_Course_121,AI,51,3562,82.95676497,Platform4,86.14510299,4.639634402
Anon_Course_122,AI,51,3559,89.86777056,Platform2,87.0905813,4.608930763
Anon_Course_123,Finance,51,4986,98.47667551,Platform2,89.8912909,4.844171417
Anon_Course_124,Finance,51,4346,97.42381415,Platform3,98.6680905,4.913047666
Anon_Course_125,Finance,51,3476,91.87275354,Platform2,98.9586167,4.948439738
Anon_Course_126,Marketing,51,3722,98.73072711,Platform3,76.12569287,4.870211234
Anon_Course_127,Programming,51,2288,74.72143707,Platform2,57.97780399,4.107183166
Anon_Course_128,Programming,51,3911,84.89331895,Platform4,75.85104499,4.521576003
Anon_Course_129,Programming,51,3700,96.70235132,Platform2,87.7193347,4.991713269
Anon_Course_130,Programming,51,2864,71.54959299,Platform4,91.9081819,4.108167896
Anon_Course_131,AI,52,2005,73.07689572,Platform4,52.88543519,4.284412848
Anon_Course_132,AI,52,4041,91.56247336,Platform4,59.1999335,4.903170311
Anon_Course_133,AI,52,3522,81.59955563,Platform2,83.90528755,4.897027568
Anon_Course_134,AI,52,3437,77.17188515,Platform3,90.5376221,4.372052215
Anon_Course_135,AI,52,3781,84.88417169,Platform4,97.2903449,4.898580998
Anon_Course_136,Business,52,2725,88.74702859,Platform4,75.82928945,4.09487568
Anon_Course_137,Data Science,52,3243,72.83492947,Platform1,93.83395663,4.477275906
Anon_Course_138,Data Science,52,3678,81.18140656,Platform2,81.7880355,4.340379669
Anon_Course_139,Design,52,4520,81.24449934,Platform3,86.9693934,4.705956033
Anon_Course_140,Finance,52,4255,96.91164612,Platform1,82.4959978,4.850113075
Anon_Course_141,AI,53,3084,87.52879542,Platform2,88.32292947,4.753180671
Anon_Course_142,Business,53,3100,97.12680843,Platform4,52.44124146,4.830315354
Anon_Course_143,Business,53,2558,89.48392595,Platform4,58.08038623,4.186546582
Anon_Course_144,Data Science,53,3421,78.07540672,Platform2,86.3881507,4.510967526
Anon_Course_145,Design,53,3200,85.52926971,Platform2,69.10397785,4.424897813
Anon_Course_146,Design,53,2027,78.35778763,Platform2,99.6872061,4.13248264
Anon_Course_147,Finance,53,4558,91.31728071,Platform2,63.61103397,4.537656364
Anon_Course_148,Finance,53,4611,81.27723113,Platform4,72.05554192,4.858533197
Anon_Course_149,Finance,53,2852,71.10530645,Platform1,94.10013276,4.008398763
Anon_Course_150,Finance,53,3964,85.65297853,Platform3,93.3352941,4.439504893
Anon_Course_151,Office Tools,53,3433,94.53279718,Platform2,96.83148247,4.927397581
Anon_Course_152,AI,54,2886,70.4948181,Platform2,91.6035524,4.243901178
Anon_Course_153,Business,54,3241,89.983537,Platform1,60.36952086,4.332650754
Anon_Course_154,Data Science,54,2253,85.40703175,Platform2,67.7828209,4.051752195
Anon_Course_155,Data Science,54,2993,70.92000916,Platform1,96.0534562,4.233822681
Anon_Course_156,Finance,54,2935,73.80468051,Platform4,81.2253405,4.116865714
Anon_Course_157,Marketing,54,3541,84.60140264,Platform1,85.01836236,4.578269411
Anon_Course_158,Marketing,54,3254,73.31919415,Platform4,97.2466617,4.540131893
Anon_Course_159,Marketing,54,2842,70.82277359,Platform3,97.5721347,4.263809836
Anon_Course_160,Programming,54,2332,87.1628231,Platform4,79.87931653,4.019026897
Anon_Course_161,Business,55,4249,90.53016917,Platform4,97.3727639,4.846596011
Anon_Course_162,Data Science,55,2350,74.43886962,Platform2,89.1091712,4.10600198
Anon_Course_163,Finance,55,3720,82.11577985,Platform4,55.02558026,4.423198871
Anon_Course_164,Marketing,55,2488,79.58283693,Platform1,98.57253747,4.015836472
Anon_Course_165,Office Tools,55,3741,78.06764355,Platform1,81.57357565,4.425614019
Anon_Course_166,Office Tools,55,4794,97.02953702,Platform1,85.61388632,4.844102893
Anon_Course_167,Office Tools,55,2723,71.43124399,Platform2,89.4657734,4.198737769
Anon_Course_168,Technology,55,4642,81.53356394,Platform2,57.94540187,4.816175768
Anon_Course_169,Business,56,4936,91.72869088,Platform2,50.99475839,4.810939358
Anon_Course_170,Business,56,2259,79.52341791,Platform3,86.0904512,4.01388829
Anon_Course_171,Business,56,4882,97.92922295,Platform3,88.6115699,4.926669776
Anon_Course_172,Business,56,3050,92.00726173,Platform2,93.5988675,4.801398863
Anon_Course_173,Data Science,56,2604,73.88910888,Platform4,77.99331625,4.297248699
Anon_Course_174,Data Science,56,2985,73.45439383,Platform3,86.7945871,4.093822432
Anon_Course_175,Design,56,4891,96.42042078,Platform4,53.63815574,4.707831345
Anon_Course_176,Design,56,2395,73.4816573,Platform4,81.5653101,4.134669785
Anon_Course_177,Marketing,56,2367,78.1705179,Platform1,89.23610589,4.067139879
Anon_Course_178,Programming,56,2163,74.32446227,Platform2,62.00134635,4.255074243
Anon_Course_179,Programming,56,2623,79.19569517,Platform4,81.6588242,4.004582163
Anon_Course_180,AI,57,2877,75.80274067,Platform4,83.1073759,4.001995006
Anon_Course_181,Data Science,57,3703,77.10828084,Platform2,81.0226345,4.398685857
Anon_Course_182,Design,57,4679,90.06773047,Platform3,84.9689075,4.778229724
Anon_Course_183,Finance,57,3167,76.09283869,Platform3,96.9075194,4.420391252
Anon_Course_184,Marketing,57,3698,99.3036056,Platform4,94.9506652,4.58881585
Anon_Course_185,Marketing,57,3927,99.44878634,Platform3,97.393682,4.845254641
Anon_Course_186,Marketing,57,2987,82.36811071,Platform1,81.2796173,4.11086599
Anon_Course_187,Programming,57,2226,81.00576846,Platform3,65.55947204,4.062858369
Anon_Course_188,Programming,57,3952,73.28114894,Platform4,84.4488626,4.359795685
Anon_Course_189,Programming,57,3577,81.39132589,Platform1,85.9055007,4.421734334
Anon_Course_190,Technology,57,2668,73.96959938,Platform2,77.11559735,4.016575882
Anon_Course_191,Technology,57,3656,99.93188897,Platform1,88.049938,4.796407075
Anon_Course_192,AI,58,2494,79.20850346,Platform4,53.21643302,4.303155569
Anon_Course_193,AI,58,2211,77.21601775,Platform1,96.18755942,4.116121006
Anon_Course_194,AI,58,4028,97.53805808,Platform2,91.5537558,4.729559774
Anon_Course_195,Business,58,2273,83.15882516,Platform4,84.71367394,4.287222462
Anon_Course_196,Data Science,58,3962,80.78900532,Platform3,68.49430129,4.887149799
Anon_Course_197,Data Science,58,2179,72.17171142,Platform3,83.88173793,4.251611077
Anon_Course_198,Finance,58,3110,83.45878761,Platform4,66.86449868,4.408348589
Anon_Course_199,Finance,58,3423,90.76254142,Platform2,89.4282912,4.950577911
Anon_Course_200,Marketing,58,2243,77.27253404,Platform1,91.8787198,4.052504761
Anon_Course_201,Office Tools,58,3953,83.61835977,Platform3,77.55664981,4.470198008
Anon_Course_202,Programming,58,2715,83.51762518,Platform3,64.9271658,4.215255658
Anon_Course_203,Programming,58,3037,82.76093789,Platform2,86.65403533,4.957407329
Anon_Course_204,Programming,58,3601,96.34863314,Platform4,85.2705438,4.791579303
Anon_Course_205,AI,59,4934,85.06140448,Platform1,81.4055097,4.829532981
Anon_Course_206,Business,59,2413,74.98739208,Platform2,97.7270014,4.052927458
Anon_Course_207,Marketing,59,3008,92.88447249,Platform4,93.2015969,4.731686615
Anon_Course_208,Office Tools,59,3503,89.85926193,Platform2,80.45260688,4.726333795
Anon_Course_209,Office Tools,59,3395,82.70385497,Platform3,98.6027156,4.353630232
Anon_Course_210,Programming,59,3172,78.10566645,Platform2,58.63620103,4.389106741
Anon_Course_211,Programming,59,2592,72.09817295,Platform2,72.50134579,4.00530909
Anon_Course_212,Programming,59,3563,81.32489671,Platform4,74.10231548,4.568179905
Anon_Course_213,Programming,59,2653,79.24939896,Platform4,99.0731352,4.275152959
Anon_Course_214,Technology,59,2748,82.51979411,Platform2,77.86969612,4.022853554
Anon_Course_215,AI,60,3299,92.03207493,Platform2,81.8687513,4.74179022
Anon_Course_216,Design,60,3241,89.34337897,Platform1,84.4507627,4.474379792
Anon_Course_217,Programming,60,4827,96.75155379,Platform1,58.44582277,4.962121985
Anon_Course_218,Programming,60,4534,92.07334818,Platform2,75.09866678,4.679694915
Anon_Course_219,AI,61,3450,88.68354648,Platform4,114.3283483,4.650404203
Anon_Course_220,Business,61,3388,87.58765499,Platform4,114.3974707,4.36127393
Anon_Course_221,Business,61,3693,78.92737712,Platform1,105.5987341,4.744272147
Anon_Course_222,Business,61,3355,89.77072794,Platform2,118.1882235,4.671124754
Anon_Course_223,Data Science,61,3918,93.81033889,Platform1,111.8491073,4.989523855
Anon_Course_224,Design,61,3298,82.32148211,Platform1,117.208567,4.318709091
Anon_Course_225,Finance,61,3962,89.66074263,Platform3,102.0503448,4.446043096
Anon_Course_226,Marketing,61,4286,85.04477937,Platform1,119.3101314,4.584148237
Anon_Course_227,Marketing,61,2042,80.42888371,Platform4,125.1974799,4.17474782
Anon_Course_228,Programming,61,2721,74.22135946,Platform2,110.3456019,4.018902378
Anon_Course_229,Programming,61,2096,81.3251303,Platform4,110.7261353,4.213903901
Anon_Course_230,Technology,61,4041,84.08826593,Platform3,101.9581075,4.326559748
Anon_Course_231,AI,62,3974,74.25800399,Platform1,110.7694517,4.40277471
Anon_Course_232,AI,62,3628,80.86925307,Platform1,119.4858506,4.404954418
Anon_Course_233,AI,62,3209,76.99237266,Platform3,111.1310822,4.427328002
Anon_Course_234,AI,62,2769,87.80835623,Platform2,137.8278827,4.110951086
Anon_Course_235,Business,62,2113,81.98805112,Platform4,110.7193781,4.164113918
Anon_Course_236,Data Science,62,3378,77.41554537,Platform2,106.7114801,4.568338941
Anon_Course_237,Data Science,62,3386,79.61687427,Platform3,108.9846692,4.578999325
Anon_Course_238,Data Science,62,2321,71.77878824,Platform1,114.5627743,4.014539282
Anon_Course_239,Design,62,3035,83.8326093,Platform2,118.4531491,4.303269296
Anon_Course_240,Finance,62,3809,95.31219644,Platform2,112.6803745,4.66759561
Anon_Course_241,Finance,62,3342,87.26604157,Platform2,111.8702881,4.21234635
Anon_Course_242,Marketing,62,2636,71.83598233,Platform4,114.1198495,4.20483346
Anon_Course_243,Marketing,62,3273,85.88421744,Platform1,115.8550572,4.369932166
Anon_Course_244,Marketing,62,3032,91.51624205,Platform4,118.3705368,4.835965725
Anon_Course_245,Marketing,62,2075,83.83635254,Platform4,138.9335542,4.177659145
Anon_Course_246,Programming,62,3815,73.21680725,Platform4,126.1144275,4.473702544
Anon_Course_247,Technology,62,2174,78.35807398,Platform2,106.7345247,4.308236976
Anon_Course_248,AI,63,2430,85.82920726,Platform4,117.9621294,4.083487897
Anon_Course_249,AI,63,4897,87.2539209,Platform3,118.9043749,4.707688081
Anon_Course_250,AI,63,3951,84.0216225,Platform2,119.5053024,4.583247834
Anon_Course_251,Marketing,63,2923,79.31113786,Platform1,118.7915062,4.015500441
Anon_Course_252,Marketing,63,3273,78.17783799,Platform1,107.0656635,4.314326678
Anon_Course_253,Programming,63,4159,95.80128821,Platform4,119.5234687,4.701417706
Anon_Course_254,Programming,63,3781,81.55771479,Platform3,133.9890282,4.308927244
Anon_Course_255,Technology,63,4557,81.65191303,Platform1,110.1695039,4.738153462
Anon_Course_256,Technology,63,3924,83.28201716,Platform3,127.8408081,4.095278677
Anon_Course_257,Technology,63,3338,75.35765738,Platform3,149.4779583,4.595876872
Anon_Course_258,AI,64,2428,74.64513189,Platform2,120.8914383,4.012485091
Anon_Course_259,AI,64,2300,76.88194386,Platform3,130.1777592,4.086152962
Anon_Course_260,Design,64,2753,74.55993335,Platform2,115.6516316,4.090100087
Anon_Course_261,Finance,64,2064,70.68271352,Platform3,102.503378,4.045222235
Anon_Course_262,Finance,64,2606,77.56876493,Platform3,130.6032695,4.126014169
Anon_Course_263,Office Tools,64,3940,82.87476085,Platform3,119.6646767,4.471436222
Anon_Course_264,Technology,64,3140,85.56195433,Platform2,110.5140089,4.372198721
Anon_Course_265,AI,65,4110,89.83453333,Platform1,111.1226159,4.994732649
Anon_Course_266,AI,65,2552,71.77025287,Platform1,103.3576089,4.030892007
Anon_Course_267,AI,65,3490,95.97032715,Platform2,115.0315799,4.895870864
Anon_Course_268,Data Science,65,3131,88.75653883,Platform3,134.3525256,4.494699098
Anon_Course_269,Finance,65,4535,94.9361894,Platform3,100.6605148,4.63540516
Anon_Course_270,Finance,65,2411,78.02754629,Platform2,108.4368043,4.122784549
Anon_Course_271,Finance,65,3056,78.32633975,Platform2,112.3501639,4.236869091
Anon_Course_272,Marketing,65,3441,91.62792226,Platform3,102.9063909,4.703855816
Anon_Course_273,Marketing,65,2546,76.89784759,Platform4,122.648976,4.077873501
Anon_Course_274,Programming,65,3642,83.48862463,Platform4,103.7390239,4.573555336
Anon_Course_275,Technology,65,2610,70.93013008,Platform2,110.9903763,4.210881369
Anon_Course_276,Technology,65,3366,74.49927153,Platform2,111.5462298,4.321017124
Anon_Course_277,AI,66,4612,95.06386028,Platform1,114.8084946,4.666206114
Anon_Course_278,Design,66,2336,85.09509658,Platform4,102.6024061,4.015398581
Anon_Course_279,Design,66,2908,75.13992381,Platform2,130.1380247,4.197362641
Anon_Course_280,Finance,66,3729,99.4407732,Platform4,114.4666344,4.507053212
Anon_Course_281,Finance,66,3238,76.68788393,Platform4,107.5740316,4.359438729
Anon_Course_282,Finance,66,2294,77.87766502,Platform3,107.5891937,4.186998251
Anon_Course_283,Finance,66,3311,78.57726849,Platform1,107.5703102,4.21593625
Anon_Course_284,Finance,66,3789,77.20032042,Platform2,107.9430595,4.418734616
Anon_Course_285,Finance,66,3637,99.53257272,Platform4,112.003956,4.745509788
Anon_Course_286,Marketing,66,3058,93.88610217,Platform2,103.455434,4.580829716
Anon_Course_287,Marketing,66,3424,74.39400309,Platform1,117.1037335,4.437320968
Anon_Course_288,Office Tools,66,2511,75.33329429,Platform4,119.0492884,4.188978394
Anon_Course_289,Office Tools,66,3787,76.03339158,Platform2,105.8435056,4.47864382
Anon_Course_290,Office Tools,66,3824,70.68793019,Platform3,134.2173597,4.596179989
Anon_Course_291,Office Tools,66,3985,98.62332776,Platform3,141.7968092,4.747766143
Anon_Course_292,Programming,66,3667,79.36830069,Platform2,108.6017025,4.584143784
Anon_Course_293,Programming,66,3315,85.05316159,Platform3,100.0956499,4.521223315
Anon_Course_294,Programming,66,3037,80.31877913,Platform3,144.5580678,4.632565126
Anon_Course_295,Technology,66,3572,81.82841303,Platform1,116.715588,4.413442672
Anon_Course_296,Technology,66,3725,89.10270691,Platform1,107.7131338,4.545111101
Anon_Course_297,AI,67,2913,82.39748317,Platform4,119.0995104,4.288063113
Anon_Course_298,Business,67,3122,86.09627749,Platform1,101.2313956,4.610509849
Anon_Course_299,Business,67,3353,81.10860902,Platform2,110.1917009,4.335525426
Anon_Course_300,Business,67,3808,99.98902241,Platform1,119.4448756,4.855159881
Anon_Course_301,Data Science,67,4265,98.27709219,Platform2,118.1925673,4.742801383
Anon_Course_302,Data Science,67,3328,81.98208259,Platform1,113.0462265,4.468377433
Anon_Course_303,Data Science,67,2725,86.39926836,Platform2,113.1956169,4.140254427
Anon_Course_304,Data Science,67,3257,89.72794285,Platform2,134.9650374,4.824359893
Anon_Course_305,Design,67,3255,81.68014489,Platform1,117.9138413,4.531805918
Anon_Course_306,Finance,67,3597,97.42461314,Platform3,124.2462193,4.963163165
Anon_Course_307,Marketing,67,3517,97.86737833,Platform3,107.2530535,4.928767019
Anon_Course_308,Marketing,67,3148,86.0043962,Platform3,108.486227,4.577326017
Anon_Course_309,Marketing,67,3733,72.90951648,Platform2,111.9842357,4.337452027
Anon_Course_310,Marketing,67,4509,93.49097417,Platform2,142.7957858,4.79961336
Anon_Course_311,Programming,67,3550,84.4905986,Platform3,113.1773592,4.32307646
Anon_Course_312,Programming,67,3410,79.51901402,Platform4,129.4520585,4.619352657
Anon_Course_313,Technology,67,3433,74.31242571,Platform1,105.2471073,4.336727249
Anon_Course_314,AI,68,3711,73.41456249,Platform2,110.540327,4.633045462
Anon_Course_315,Business,68,3681,81.9159024,Platform1,111.1848044,4.528264327
Anon_Course_316,Data Science,68,3318,87.4770457,Platform4,110.0262111,4.516543554
Anon_Course_317,Design,68,4889,95.02515192,Platform2,110.7045355,4.858657893
Anon_Course_318,Design,68,3342,88.43239171,Platform2,119.6353299,4.280996525
Anon_Course_319,Design,68,2562,73.30821125,Platform4,111.0128027,4.005715628
Anon_Course_320,Design,68,3399,77.22678227,Platform2,118.8134983,4.560891617
Anon_Course_321,Finance,68,2279,79.9494518,Platform3,122.3792932,4.206352515
Anon_Course_322,Finance,68,3288,87.75011185,Platform3,129.4493901,4.253041693
Anon_Course_323,Marketing,68,3058,94.19542182,Platform1,113.5495737,4.804808537
Anon_Course_324,Office Tools,68,3194,72.56608545,Platform4,107.4079239,4.537915366
Anon_Course_325,Office Tools,68,4596,95.94546555,Platform4,107.5487609,4.747735081
Anon_Course_326,Office Tools,68,4076,85.8617597,Platform3,107.9174558,4.899141851
Anon_Course_327,Office Tools,68,3707,75.53223235,Platform4,130.9642302,4.711515616
Anon_Course_328,Programming,68,4854,98.63744474,Platform1,110.2362915,4.921084148
Anon_Course_329,Technology,68,3057,75.6364325,Platform2,113.7533645,4.551088511
Anon_Course_330,Technology,68,2850,86.14157235,Platform1,107.0256237,4.122216978
Anon_Course_331,Technology,68,2159,72.24433094,Platform2,116.8463748,4.208713079
Anon_Course_332,Technology,68,3437,99.62242911,Platform3,121.6558796,4.751441841
Anon_Course_333,AI,69,3012,88.36774974,Platform1,103.4117582,4.548851709
Anon_Course_334,AI,69,3064,87.88547787,Platform3,108.2398378,4.545377971
Anon_Course_335,AI,69,2384,85.03430373,Platform1,105.6414438,4.054103269
Anon_Course_336,Data Science,69,3824,84.60980546,Platform2,112.1391929,4.832436059
Anon_Course_337,Data Science,69,3638,83.30507232,Platform1,107.9628127,4.932944929
Anon_Course_338,Design,69,3517,80.35394204,Platform2,116.582425,4.377026517
