号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
商户075,683,0,0%,0,683,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户076,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户076,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户081,560,0,0%,0,560,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户082,90,0,0%,0,90,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户083,806,0,0%,0,806,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户084,821,0,0%,0,821,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户086,576,0,0%,0,576,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户089,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户090,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户091,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户095,624,0,0%,0,624,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户097,723,0,0%,0,723,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户098,656,0,0%,0,656,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户101,709,0,0%,0,709,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户103,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户104,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户105,693,0,0%,0,693,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户106,740,0,0%,0,740,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户107,564,0,0%,0,564,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户108,577,0,0%,0,577,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户109,818,0,0%,0,818,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户111,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户112,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户114,617,0,0%,0,617,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户118,686,0,0%,0,686,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户119,2,0,0%,0,2,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户120,714,0,0%,0,714,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户121,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,642,0,0%,0,642,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,645,0,0%,0,645,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户123,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户124,645,0,0%,0,645,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户125,79,0,0%,0,79,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户127,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户129,582,0,0%,0,582,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户130,796,0,0%,0,796,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户131,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户134,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户136,563,0,0%,0,563,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户139,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户140,605,0,0%,0,605,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户141,566,0,0%,0,566,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户143,754,0,0%,0,754,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户144,568,0,0%,0,568,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
