号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
商户126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户129,695,0,0%,0,695,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户130,952,0,0%,0,952,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户131,844,0,0%,0,844,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户134,783,0,0%,0,783,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户136,679,0,0%,0,679,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户139,672,0,0%,0,672,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户140,719,0,0%,0,719,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户141,678,0,0%,0,678,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户143,920,0,0%,0,920,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户144,680,0,0%,0,680,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
