号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
商户076,880,0,0%,0,880,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户080,820,1,0.12%,0,819,99.88%,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0%
商户081,720,0,0%,0,720,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户082,84,0,0%,0,84,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户083,971,0,0%,0,971,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户084,986,0,0%,0,986,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户086,721,0,0%,0,721,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户089,820,0,0%,0,820,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户090,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户091,741,0,0%,0,741,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户094,842,0,0%,0,842,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户095,765,0,0%,0,765,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户097,903,0,0%,0,903,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户098,798,0,0%,0,798,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户101,841,0,0%,0,841,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户103,820,0,0%,0,820,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户104,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户105,831,0,0%,0,831,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户106,880,0,0%,0,880,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户107,719,0,0%,0,719,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户108,727,0,0%,0,727,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户109,1001,0,0%,0,1001,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户111,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户112,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户114,784,0,0%,0,784,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户118,821,0,0%,0,821,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户119,1,0,0%,0,1,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户120,847,0,0%,0,847,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户121,776,0,0%,0,776,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,776,0,0%,0,776,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,779,0,0%,0,779,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户123,820,0,0%,0,820,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户124,787,0,0%,0,787,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户125,71,0,0%,0,71,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户127,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户129,740,0,0%,0,740,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户130,970,0,0%,0,970,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户131,842,0,0%,0,842,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户134,776,0,0%,0,776,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户136,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户139,705,0,0%,0,705,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户140,749,0,0%,0,749,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户141,716,0,0%,0,716,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户143,907,0,0%,0,907,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户144,716,0,0%,0,716,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
