号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
商户104,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户105,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户106,754,0,0%,0,754,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户107,594,0,0%,0,594,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户108,596,0,0%,0,596,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户109,835,0,0%,0,835,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户111,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户112,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户114,640,0,0%,0,640,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户118,700,0,0%,0,700,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户119,1,0,0%,0,1,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户120,729,0,0%,0,729,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户121,668,0,0%,0,668,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,668,0,0%,0,668,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,669,0,0%,0,669,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户123,699,0,0%,0,699,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户124,673,0,0%,0,673,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户125,87,0,0%,0,87,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户127,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户129,610,0,0%,0,610,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户130,803,0,0%,0,803,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户131,714,0,0%,0,714,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户134,668,0,0%,0,668,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户136,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户139,581,0,0%,0,581,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户140,612,0,0%,0,612,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户141,586,0,0%,0,586,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户143,766,0,0%,0,766,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户144,591,0,0%,0,591,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
