号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
商户026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户027,692,0,0%,0,692,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户031,759,0,0%,0,759,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户034,828,0,0%,0,828,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户035,723,0,0%,0,723,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户037,791,0,0%,0,791,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户038,729,0,0%,0,729,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户040,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户045,928,0,0%,0,928,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户046,810,0,0%,0,810,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户046,810,0,0%,0,810,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户046,810,0,0%,0,810,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户047,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户048,698,0,0%,0,698,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户049,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户051,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户053,795,0,0%,0,795,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户054,757,0,0%,0,757,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户056,791,0,0%,0,791,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户058,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户060,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户061,773,0,0%,0,773,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户062,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户063,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户065,790,0,0%,0,790,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户068,737,0,0%,0,737,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户071,791,0,0%,0,791,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户072,778,0,0%,0,778,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户073,951,0,0%,0,951,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户074,708,0,0%,0,708,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户075,835,0,0%,0,835,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户076,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户076,856,0,0%,0,856,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户080,778,0,0%,0,778,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户081,696,0,0%,0,696,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户082,55,0,0%,0,55,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户083,924,0,0%,0,924,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户084,937,0,0%,0,937,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户085,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户086,712,0,0%,0,712,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户089,778,0,0%,0,778,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户090,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户091,731,0,0%,0,731,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户094,791,0,0%,0,791,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户095,757,0,0%,0,757,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户097,880,0,0%,0,880,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户098,746,0,0%,0,746,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户101,808,0,0%,0,808,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户103,778,0,0%,0,778,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户104,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户105,785,0,0%,0,785,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户106,835,0,0%,0,835,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户107,695,0,0%,0,695,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户108,698,0,0%,0,698,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户109,945,0,0%,0,945,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户111,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户112,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户114,748,0,0%,0,748,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户118,778,0,0%,0,778,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户120,811,0,0%,0,811,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户121,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,736,0,0%,0,736,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户122,738,0,0%,0,738,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户123,778,0,0%,0,778,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户124,740,0,0%,0,740,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户125,48,0,0%,0,48,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户127,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户129,717,0,0%,0,717,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户130,907,0,0%,0,907,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户131,791,0,0%,0,791,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户134,733,0,0%,0,733,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户136,688,0,0%,0,688,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户139,685,0,0%,0,685,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户140,730,0,0%,0,730,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户141,692,0,0%,0,692,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户143,874,0,0%,0,874,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户144,691,0,0%,0,691,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
