号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
号商_010,3054,2,0.07%,0,3052,99.93%,1,50%,1,0,1,100%,01时18分42秒,5181.28,5181.28,293.28,5.66%,0,0%,0.03%
号商_016,2653,2,0.08%,0,2651,99.92%,1,50%,1,0,1,100%,31分30秒,1272.0,1272.0,72.0,5.66%,0,0%,0.04%
号商_036,3068,0,0%,0,3068,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_039,2499,0,0%,0,2499,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_040,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_029,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_041,3007,0,0%,0,3007,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_042,2675,0,0%,0,2675,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_030,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_043,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_044,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_044,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_045,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_046,3061,0,0%,0,3061,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_047,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_048,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_048,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_049,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_050,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_051,2495,0,0%,0,2495,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_052,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_053,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_055,2653,0,0%,0,2653,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_057,2445,0,0%,0,2445,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_021,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_023,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_024,3070,0,0%,0,3070,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_058,3184,0,0%,0,3184,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_059,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_060,2534,0,0%,0,2534,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_061,3154,0,0%,0,3154,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_062,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_064,3071,0,0%,0,3071,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_065,3454,0,0%,0,3454,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_066,3146,0,0%,0,3146,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_066,3146,0,0%,0,3146,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_066,3146,0,0%,0,3146,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_067,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_068,2844,0,0%,0,2844,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_069,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_070,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_071,2653,0,0%,0,2653,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_071,2653,0,0%,0,2653,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_072,3070,0,0%,0,3070,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_074,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_075,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_076,2821,0,0%,0,2821,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_077,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_078,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_079,2602,0,0%,0,2602,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_080,2746,0,0%,0,2746,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_081,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_082,2667,0,0%,0,2667,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_085,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_086,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_087,3583,0,0%,0,3583,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_088,2547,0,0%,0,2547,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_089,2973,1,0.03%,0,2972,99.97%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_090,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_090,3187,0,0%,0,3187,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_091,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_094,2490,0,0%,0,2490,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_095,365,0,0%,0,365,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_096,3456,0,0%,0,3456,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_097,3519,0,0%,0,3519,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_098,2499,0,0%,0,2499,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_099,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_100,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_101,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_033,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_103,2721,0,0%,0,2721,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_104,1825,2,0.11%,0,1823,99.89%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_105,3107,0,0%,0,3107,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_106,2844,0,0%,0,2844,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_107,3095,0,0%,0,3095,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_108,3609,0,0%,0,3609,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_109,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_110,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_111,3016,0,0%,0,3016,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_112,3145,0,0%,0,3145,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_113,2481,0,0%,0,2481,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_114,2495,0,0%,0,2495,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_115,3567,0,0%,0,3567,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_117,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_118,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_119,3090,0,0%,0,3090,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_120,2663,0,0%,0,2663,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_121,59,0,0%,0,59,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_122,3004,0,0%,0,3004,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_123,2,0,0%,0,2,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_124,3120,0,0%,0,3120,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_125,2780,0,0%,0,2780,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_027,2791,0,0%,0,2791,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_027,2811,0,0%,0,2811,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_126,3002,0,0%,0,3002,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_127,2794,0,0%,0,2794,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_128,350,0,0%,0,350,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_130,2575,0,0%,0,2575,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_131,3460,0,0%,0,3460,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_014,3066,0,0%,0,3066,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_134,2442,0,0%,0,2442,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_028,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_135,3264,0,0%,0,3264,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_136,2431,0,0%,0,2431,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_137,3016,0,0%,0,3016,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_138,2445,0,0%,0,2445,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_139,467,0,0%,0,467,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_140,3295,0,0%,0,3295,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_141,2495,0,0%,0,2495,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_143,262,0,0%,0,262,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
