STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
58102099999,2012/2/6,33.7833333,115.7333333,40.3,bx,37.9,8,15.9,8,1025.6,8,19.5,4,8.5,8,5.6,8,9.7,999.9,49.6, ,26.6,*,0,G,999.9,0
58102099999,2012/2/7,33.7833333,115.7333333,40.3,bx,28.3,8,-4.9,8,1033.5,8,28.5,4,12.8,8,4.9,8,7.8,999.9,34.7, ,23.7, ,0,I,999.9,0
58102099999,2012/2/8,33.7833333,115.7333333,40.3,bx,30.1,8,1.1,8,1030.3,8,25.4,4,12.4,8,3.4,8,7.8,999.9,38.5, ,24.6, ,0,I,999.9,0
58102099999,2012/2/9,33.7833333,115.7333333,40.3,bx,33,8,9.8,8,1028.5,8,23.3,4,12.4,8,2.7,8,3.9,999.9,40.1, ,23, ,0,I,999.9,0
58102099999,2012/2/10,33.7833333,115.7333333,40.3,bx,33.3,8,10.8,8,1030.6,8,25.7,4,11,8,1.5,8,1.9,999.9,45, ,24.6,*,0,I,999.9,0
58102099999,2012/2/11,33.7833333,115.7333333,40.3,bx,38.8,8,11.1,8,1028.1,8,23.4,4,12.2,8,3.4,8,3.9,999.9,48.4, ,23.2, ,0,I,999.9,0
58102099999,2012/2/12,33.7833333,115.7333333,40.3,bx,34.2,8,30.1,8,1025.5,8,20.8,4,5.3,8,2.4,8,3.9,999.9,37, ,33.1,*,0.04,G,999.9,111000
58102099999,2012/2/13,33.7833333,115.7333333,40.3,bx,35.1,8,31.1,8,1025,8,20,4,5.9,8,2.2,8,3.9,999.9,37.9, ,33.1, ,0.13,G,999.9,110000
58102099999,2012/2/14,33.7833333,115.7333333,40.3,bx,38.9,8,33.8,8,1026.1,8,20.9,4,6.9,8,2.7,8,3.9,999.9,42.6, ,32.9, ,0,G,999.9,10000
58102099999,2012/2/15,33.7833333,115.7333333,40.3,bx,37.4,8,31.7,8,1028.2,8,23,4,5.5,8,1.9,8,1.9,999.9,41.9, ,32.7,*,0,G,999.9,0
58102099999,2012/2/16,33.7833333,115.7333333,40.3,bx,33.9,8,29.3,8,1030.6,8,25.6,4,2.2,8,1.9,8,3.9,999.9,40.3, ,28.4,*,0,I,999.9,100000
58102099999,2012/2/17,33.7833333,115.7333333,40.3,bx,35,8,5.1,8,1034.2,8,28.9,4,13.2,8,3.2,8,5.8,999.9,44.4, ,27.7,*,0,I,999.9,0
58102099999,2012/2/18,33.7833333,115.7333333,40.3,bx,35.6,8,7.7,8,1032.6,8,27.9,4,13.4,8,3.6,8,5.8,999.9,43.7, ,26.1, ,0,I,999.9,0
58102099999,2012/2/19,33.7833333,115.7333333,40.3,bx,41.4,8,14.8,8,1026.1,8,21.6,4,14,8,5.1,8,5.8,999.9,50, ,30.6, ,0,I,999.9,0
58102099999,2012/2/20,33.7833333,115.7333333,40.3,bx,42.4,8,25.2,8,1020.8,8,16.2,4,11.7,8,4.1,8,5.8,999.9,48, ,35.8, ,0,I,999.9,0
58102099999,2012/2/21,33.7833333,115.7333333,40.3,bx,45.8,8,32.4,8,1017.8,8,13.1,4,8.5,8,4.1,8,5.8,999.9,56.5, ,38.5, ,0,I,999.9,0
58102099999,2012/2/22,33.7833333,115.7333333,40.3,bx,46.1,8,37.4,8,1015.2,8,10.5,4,7.5,8,2.9,8,5.8,999.9,55.4, ,40.8, ,0,I,999.9,0
58102099999,2012/2/23,33.7833333,115.7333333,40.3,bx,41.6,8,21.8,8,1023.1,8,18,4,9.3,8,4.4,8,5.8,999.9,48.6, ,35.8,*,0,I,999.9,0
58102099999,2012/2/24,33.7833333,115.7333333,40.3,bx,37.8,8,19.7,8,1024,8,18.6,4,10.5,8,3.6,8,5.8,999.9,40.5, ,34.5,*,0,I,999.9,0
58102099999,2012/2/25,33.7833333,115.7333333,40.3,bx,38.1,8,17.3,8,1029.6,8,24.6,4,9.3,8,4.1,8,5.8,999.9,43.3, ,33.3,*,0,I,999.9,0
58102099999,2012/2/26,33.7833333,115.7333333,40.3,bx,37.5,8,14.3,8,1030,8,25.2,4,10.6,8,3.4,8,3.9,999.9,44.6, ,31.1,*,0,I,999.9,0
58102099999,2012/2/27,33.7833333,115.7333333,40.3,bx,37.6,8,17.4,8,1025.2,8,20.6,4,11.5,8,5.1,8,5.8,999.9,44.6, ,30, ,0,I,999.9,0
58102099999,2012/2/28,33.7833333,115.7333333,40.3,bx,41,8,27.8,8,1022.4,8,17.5,4,11.1,8,4.4,8,5.8,999.9,48.9, ,31.1, ,0,I,999.9,0
58102099999,2012/2/29,33.7833333,115.7333333,40.3,bx,40.4,8,32.9,8,1020.9,8,16.2,4,8.9,8,3.2,8,5.8,999.9,43.3, ,35.1, ,0.06,G,999.9,10000
58102099999,2012/3/1,33.7833333,115.7333333,40.3,bx,39.5,8,36.9,8,1020.3,8,15.2,4,6.5,8,3.6,8,7.8,999.9,41.9, ,37.6,*,0.15,G,999.9,10000
58102099999,2012/3/2,33.7833333,115.7333333,40.3,bx,39.4,8,33.8,8,1025.1,8,20.1,4,7.5,8,2.9,8,3.9,999.9,41.7, ,36.7,*,0.11,G,999.9,0
58102099999,2012/3/3,33.7833333,115.7333333,40.3,bx,37.4,8,25.6,8,1024.6,8,19.9,4,10.4,8,2.9,8,3.9,999.9,39.9, ,34.3, ,0.01,G,999.9,10000
58102099999,2012/3/4,33.7833333,115.7333333,40.3,bx,37.6,8,26.7,8,1018.6,8,14.3,4,10.5,8,2.9,8,5.8,999.9,41.4, ,34,*,0.03,G,999.9,10000
58102099999,2012/3/5,33.7833333,115.7333333,40.3,bx,40.5,8,30,8,1015.1,8,10.1,4,9.7,8,3.4,8,5.8,999.9,47.8, ,33.6, ,0,A,999.9,0
58102099999,2012/3/6,33.7833333,115.7333333,40.3,bx,45.5,8,19.9,8,1019.5,8,14.4,4,12.6,8,3.4,8,5.8,999.9,54.7, ,34.5, ,0,I,999.9,0
58102099999,2012/3/7,33.7833333,115.7333333,40.3,bx,45.9,8,25.9,8,1021.6,8,16.7,4,11.7,8,4.4,8,7.8,999.9,53.8, ,38.5, ,0,I,999.9,0
58102099999,2012/3/8,33.7833333,115.7333333,40.3,bx,44.7,8,25,8,1026.1,8,21,4,10.9,8,4.4,8,5.8,999.9,51.6, ,38.7,*,0,I,999.9,0
58102099999,2012/3/9,33.7833333,115.7333333,40.3,bx,42.9,8,27.5,8,1026.7,8,22,4,9.1,8,3.4,8,3.9,999.9,49.6, ,37, ,0,I,999.9,0
58102099999,2012/3/10,33.7833333,115.7333333,40.3,bx,48.4,8,30.6,8,1025.4,8,20.2,4,9.8,8,4.9,8,7.8,999.9,57.9, ,36.5, ,0,I,999.9,0
58102099999,2012/3/11,33.7833333,115.7333333,40.3,bx,39.8,8,11.8,8,1032.7,8,27.8,4,12.9,8,3.6,8,5.8,999.9,46.6, ,33.4,*,0,I,999.9,0
58102099999,2012/3/12,33.7833333,115.7333333,40.3,bx,42.2,8,22.5,8,1028.1,8,23.4,4,12.7,8,3.9,8,5.8,999.9,49.6, ,32.5, ,0,I,999.9,0
58102099999,2012/3/13,33.7833333,115.7333333,40.3,bx,51.1,8,32.7,8,1022.8,8,18.2,4,11.9,8,3.6,8,3.9,999.9,61.9, ,34.9, ,0,I,999.9,0
58102099999,2012/3/14,33.7833333,115.7333333,40.3,bx,55.8,8,34.9,8,1022.1,8,17.2,4,11,8,3.9,8,5.8,999.9,64.8, ,43.7, ,0,I,999.9,0
58102099999,2012/3/15,33.7833333,115.7333333,40.3,bx,47.6,7,41.8,7,1017.6,7,12.9,4,7.7,7,5,7,7.8,999.9,52.2, ,44.4,*,0.39,G,999.9,10000
58102099999,2012/3/16,33.7833333,115.7333333,40.3,bx,47.8,8,41.9,8,1014.6,8,9.9,4,6.5,8,2.9,8,5.8,999.9,55, ,42.8, ,0,A,999.9,100000
58102099999,2012/3/17,33.7833333,115.7333333,40.3,bx,50.3,8,43.6,8,1013.7,8,8.5,4,6.5,8,3.6,8,5.8,999.9,59, ,41.2, ,0,I,999.9,100000
58102099999,2012/3/18,33.7833333,115.7333333,40.3,bx,41.8,8,34.9,8,1023.3,8,18.1,4,7.3,8,5.3,8,9.7,999.9,48.9, ,35.6,*,0,I,999.9,100000
58102099999,2012/3/19,33.7833333,115.7333333,40.3,bx,37.6,8,18.9,8,1024.8,8,20.1,4,12.4,8,4.6,8,7.8,999.9,43.7, ,34.2, ,0,G,999.9,1000
58102099999,2012/3/20,33.7833333,115.7333333,40.3,bx,40.2,8,24.1,8,1026.5,8,21.7,4,11.3,8,3.2,8,5.8,999.9,46.4, ,34, ,0,G,999.9,0
58102099999,2012/3/21,33.7833333,115.7333333,40.3,bx,42.6,8,35.3,8,1019.7,8,15.2,4,7.1,8,4.4,8,7.8,999.9,48.7, ,35.1, ,1.52,G,999.9,10010
58102099999,2012/3/22,33.7833333,115.7333333,40.3,bx,40.9,8,38.1,8,1021.3,8,16.2,4,4.8,8,4.9,8,7.8,999.9,42.1, ,38.7,*,0.17,G,999.9,10000
58102099999,2012/3/23,33.7833333,115.7333333,40.3,bx,47.8,8,24.1,8,1022.9,8,18,4,11.3,8,5.3,8,9.7,999.9,58.1, ,38.3, ,0.06,G,999.9,0
58102099999,2012/3/24,33.7833333,115.7333333,40.3,bx,54.3,8,27.3,8,1021.5,8,16.9,4,14,8,3.6,8,7.8,999.9,66, ,36.5, ,0,G,999.9,0
58102099999,2012/3/25,33.7833333,115.7333333,40.3,bx,56.3,8,36.3,8,1022.9,8,18.1,4,12.4,8,3.6,8,5.8,999.9,68.2, ,43.7, ,0,I,999.9,0
58102099999,2012/3/26,33.7833333,115.7333333,40.3,bx,61.4,8,42.6,8,1020.2,8,15.7,4,11.7,8,4.4,8,7.8,999.9,72.7, ,45.3, ,0,I,999.9,0
58102099999,2012/3/27,33.7833333,115.7333333,40.3,bx,63.9,8,42,8,1021.7,8,16.9,4,12.4,8,2.7,8,3.9,999.9,77.5, ,53.2,*,0,I,999.9,0
58102099999,2012/3/28,33.7833333,115.7333333,40.3,bx,65.7,8,43.8,8,1021.4,8,17.1,4,12.2,8,5.1,8,7.8,999.9,75.7, ,52.7, ,0,I,999.9,0
58102099999,2012/3/29,33.7833333,115.7333333,40.3,bx,59.6,8,48.8,8,1016.1,8,11.6,4,9.2,8,3.2,8,5.8,999.9,66.9, ,55,*,0,G,999.9,10000
58102099999,2012/3/30,33.7833333,115.7333333,40.3,bx,54.5,8,31.2,8,1023.5,8,18.3,4,11.7,8,4.4,8,7.8,999.9,62.6, ,45.5,*,0,G,999.9,0
58102099999,2012/3/31,33.7833333,115.7333333,40.3,bx,60.1,8,28.7,8,1020.3,8,16.1,4,14,8,6.6,8,11.7,999.9,70, ,44.2, ,0,I,999.9,0
58102099999,2012/4/1,33.7833333,115.7333333,40.3,bx,64.2,8,40.2,8,1010.7,8,6.7,4,11.7,8,7.3,8,9.7,999.9,74.7, ,51.8, ,0,I,999.9,0
58102099999,2012/4/2,33.7833333,115.7333333,40.3,bx,47.6,8,38.5,8,1017.1,8,10.9,4,9.1,8,6.3,8,11.7,999.9,59.4, ,38.7,*,0.02,G,999.9,10000
58102099999,2012/4/3,33.7833333,115.7333333,40.3,bx,54.7,8,33.9,8,1021.3,8,17.1,4,11.7,8,4.4,8,5.8,999.9,64, ,37.8, ,0,I,999.9,0
58102099999,2012/4/4,33.7833333,115.7333333,40.3,bx,59.8,8,40,8,1014.1,8,9.5,4,13,8,4.6,8,7.8,999.9,71.1, ,49.5,*,0,I,999.9,0
58102099999,2012/4/5,33.7833333,115.7333333,40.3,bx,61.3,8,36.7,8,1017.9,8,13.1,4,13,8,3.6,8,5.8,999.9,70.5, ,48.2, ,0,I,999.9,0
58102099999,2012/4/6,33.7833333,115.7333333,40.3,bx,61,8,35.2,8,1019.9,8,15.2,4,11.1,8,3.9,8,7.8,999.9,74.3, ,49.5,*,0,I,999.9,0
58102099999,2012/4/7,33.7833333,115.7333333,40.3,bx,67.3,8,40,8,1018.9,8,14.6,4,13.4,8,5.1,8,7.8,999.9,76.6, ,49.5, ,0,I,999.9,0
58102099999,2012/4/8,33.7833333,115.7333333,40.3,bx,69.7,8,44.7,8,1016.1,8,11.5,4,13.2,8,3.2,8,3.9,999.9,80.8, ,59.2, ,0,I,999.9,0
58102099999,2012/4/9,33.7833333,115.7333333,40.3,bx,64.3,8,50.9,8,1014.5,8,10.2,4,10.7,8,4.4,8,5.8,999.9,71.8, ,57.9, ,0,G,999.9,10000
58102099999,2012/4/10,33.7833333,115.7333333,40.3,bx,63.1,8,55.9,8,1010.4,8,5.8,4,7.8,8,3.2,8,5.8,999.9,68.7, ,57.2,*,0,G,999.9,0
58102099999,2012/4/11,33.7833333,115.7333333,40.3,bx,63,8,50.4,8,1014,8,9.5,4,9.3,8,4.6,8,5.8,999.9,71.8, ,55.4, ,0,I,999.9,0
58102099999,2012/4/12,33.7833333,115.7333333,40.3,bx,52.8,8,47.8,8,1013,8,8.4,4,9,8,4.4,8,7.8,999.9,59, ,45.9,*,0.1,G,999.9,10000
58102099999,2012/4/13,33.7833333,115.7333333,40.3,bx,61.5,8,44.9,8,1013.3,8,8.5,4,12.8,8,2.9,8,3.9,999.9,74.1, ,44.8, ,0,I,999.9,0
58102099999,2012/4/14,33.7833333,115.7333333,40.3,bx,62,8,49.9,8,1012.7,8,8.1,4,13.2,8,4.1,8,5.8,999.9,69.3, ,52.3,*,0,I,999.9,0
58102099999,2012/4/15,33.7833333,115.7333333,40.3,bx,61.5,8,48.5,8,1011.9,8,7.3,4,12.4,8,3.6,8,5.8,999.9,69.6, ,51.6, ,0,I,999.9,0
58102099999,2012/4/16,33.7833333,115.7333333,40.3,bx,63.7,8,47.3,8,1015.6,8,10.8,4,12.3,8,4.9,8,7.8,999.9,76.3, ,52,*,0,I,999.9,0
58102099999,2012/4/17,33.7833333,115.7333333,40.3,bx,63.2,8,51.4,8,1012.7,8,8.3,4,11.4,8,4.4,8,5.8,999.9,73.2, ,50.5, ,0,I,999.9,0
58102099999,2012/4/18,33.7833333,115.7333333,40.3,bx,62.5,8,52.2,8,1011.2,8,6.5,4,9.3,8,3.9,8,5.8,999.9,73.8, ,55.9,*,0,I,999.9,0
58102099999,2012/4/19,33.7833333,115.7333333,40.3,bx,62.7,8,54.6,8,1014.3,8,9.6,4,6.6,8,6.1,8,7.8,999.9,71.6, ,55.2, ,0,I,999.9,0
58102099999,2012/4/20,33.7833333,115.7333333,40.3,bx,59.8,8,53,8,1014,8,9.7,4,10.3,8,3.9,8,5.8,999.9,64.6, ,56.1, ,0,G,999.9,0
58102099999,2012/4/21,33.7833333,115.7333333,40.3,bx,63.5,8,54,8,1009.1,8,4.8,4,9.1,8,3.2,8,5.8,999.9,71.2, ,55.9, ,0,G,999.9,0
58102099999,2012/4/22,33.7833333,115.7333333,40.3,bx,71.4,8,55.6,8,1004.8,8,0.5,4,11,8,4.9,8,7.8,999.9,81.5, ,58.6, ,0,I,999.9,0
58102099999,2012/4/23,33.7833333,115.7333333,40.3,bx,76.5,8,58.7,8,1001.2,8,997.1,4,12.9,7,4.6,8,7.8,999.9,87.4, ,63.5, ,0.15,G,999.9,10000
58102099999,2012/4/24,33.7833333,115.7333333,40.3,bx,63.4,8,59.4,8,1001.7,8,996.6,4,9.9,8,7.5,8,15.5,999.9,71.6, ,54.3,*,0.9,G,999.9,10000
58102099999,2012/4/25,33.7833333,115.7333333,40.3,bx,61.5,8,43.9,8,1012.3,8,7.5,4,14,8,3.9,8,5.8,999.9,70.9, ,53.6, ,0.51,G,999.9,0
58102099999,2012/4/26,33.7833333,115.7333333,40.3,bx,67.5,8,45.4,8,1007.7,8,3.7,4,13.4,8,6.6,8,9.7,999.9,76.8, ,53.8, ,0,G,999.9,0
58102099999,2012/4/27,33.7833333,115.7333333,40.3,bx,72.9,8,56.1,8,1005.4,8,0.9,4,12.4,8,5.1,8,5.8,999.9,81.7, ,59, ,0,I,999.9,0
58102099999,2012/4/28,33.7833333,115.7333333,40.3,bx,73.1,8,56.1,8,1007.3,8,2.8,4,12.7,8,4.1,8,7.8,999.9,84.4, ,59.5,*,0,I,999.9,0
58102099999,2012/4/29,33.7833333,115.7333333,40.3,bx,70.2,8,58.2,8,1008.1,8,3.4,4,10.5,8,4.1,8,5.8,999.9,80.8, ,58.3, ,0,I,999.9,0
58102099999,2012/4/30,33.7833333,115.7333333,40.3,bx,64.9,8,58.7,8,1007.9,8,3.3,4,9.9,8,4.1,8,5.8,999.9,68.7, ,61.5,*,0.06,G,999.9,10000
58102099999,2012/5/1,33.7833333,115.7333333,40.3,bx,65.1,8,57.3,8,1010.6,8,6.1,4,10.6,8,2.4,8,3.9,999.9,71.1, ,58.6,*,0,A,999.9,0
58102099999,2012/5/2,33.7833333,115.7333333,40.3,bx,72.8,8,59,8,1010.3,8,5.9,4,12.6,8,1.9,8,3.9,999.9,82, ,58.1, ,0,I,999.9,0
58102099999,2012/5/3,33.7833333,115.7333333,40.3,bx,75.1,8,61.7,8,1009.6,8,5,4,9.1,8,2.4,8,5.8,999.9,82.8, ,66.4, ,0,I,999.9,0
58102099999,2012/5/4,33.7833333,115.7333333,40.3,bx,75.5,8,61.9,8,1010.1,8,5.5,4,6.8,8,2.2,8,3.9,999.9,85.3, ,66.6, ,0,I,999.9,0
58102099999,2012/5/5,33.7833333,115.7333333,40.3,bx,76.4,8,63,8,1009.6,8,5.1,4,11.1,8,3.4,8,7.8,999.9,85.8, ,66.6, ,0,I,999.9,0
58102099999,2012/5/6,33.7833333,115.7333333,40.3,bx,79.2,8,64.5,8,1007.4,8,3.2,4,9.2,8,4.4,8,5.8,999.9,87.3, ,68.2, ,0,I,999.9,0
58102099999,2012/5/7,33.7833333,115.7333333,40.3,bx,70.3,8,62.5,8,1004.6,8,0.2,4,7.8,8,2.7,8,5.8,999.9,82.8, ,65.3,*,0.82,G,999.9,10000
58102099999,2012/5/8,33.7833333,115.7333333,40.3,bx,72.4,8,65.6,8,1008.5,8,3.6,4,6.4,8,2.9,8,5.8,999.9,80.2, ,64.4, ,0,I,999.9,0
58102099999,2012/5/9,33.7833333,115.7333333,40.3,bx,74.6,8,67.3,8,1012.8,8,8,4,5.7,8,3.2,8,5.8,999.9,83.3, ,67.5, ,0,I,999.9,0
58102099999,2012/5/10,33.7833333,115.7333333,40.3,bx,71.9,8,62.4,8,1012.5,8,8.1,4,8.2,8,5.1,8,5.8,999.9,81, ,64.4,*,0,I,999.9,0
58102099999,2012/5/11,33.7833333,115.7333333,40.3,bx,73.9,8,59.5,8,1008.7,8,4.3,4,12.4,8,4.6,8,5.8,999.9,82, ,63.7, ,0,I,999.9,0
58102099999,2012/5/12,33.7833333,115.7333333,40.3,bx,68,8,62.7,8,1009.5,8,4.7,4,3.8,8,4.4,8,7.8,999.9,73.9, ,64.4,*,0.22,G,999.9,10000
58102099999,2012/5/13,33.7833333,115.7333333,40.3,bx,69.9,8,60.4,8,1008.7,8,4.2,4,7.3,7,2.2,8,3.9,999.9,76.8, ,64.2, ,0,I,999.9,0
58102099999,2012/5/14,33.7833333,115.7333333,40.3,bx,70.2,8,59.6,8,1009.8,8,5.2,4,8.3,8,4.4,8,5.8,999.9,77.7, ,62.2,*,0,I,999.9,0
58102099999,2012/5/15,33.7833333,115.7333333,40.3,bx,72.8,8,58.1,8,1008.1,8,3.7,4,10.9,8,3.6,8,3.9,999.9,81.9, ,61.5, ,0,I,999.9,0
58102099999,2012/5/16,33.7833333,115.7333333,40.3,bx,72.6,8,51.9,8,1006.3,8,1.6,4,12,8,3.9,8,7.8,999.9,84, ,60.8,*,0,I,999.9,0
58102099999,2012/5/17,33.7833333,115.7333333,40.3,bx,78.1,8,52,8,1008.9,8,4.4,4,14,8,2.9,8,3.9,999.9,87.3, ,60.8, ,0,I,999.9,0
58102099999,2012/5/18,33.7833333,115.7333333,40.3,bx,78.1,8,55.9,8,1008.7,8,4.2,4,12,8,3.4,8,5.8,999.9,86.7, ,68.9,*,0,I,999.9,0
