DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
2011/2/28,33.7833333,115.7333333,40.3,bx,30.2,8,26.8,8,1026.7,8,21.6,4,5.7,8,3.9,8,5.8,999.9,32.4, ,28.4,*,0.59,G,999.9,1000
2011/3/1,33.7833333,115.7333333,40.3,bx,31,8,25.9,8,1028.2,8,23.4,4,8.3,8,2.4,8,3.9,999.9,36, ,28, ,0,G,999.9,1000
2011/3/2,33.7833333,115.7333333,40.3,bx,37.5,8,29.7,8,1027.4,8,22.4,4,8.2,8,1.7,8,3.9,999.9,45.7, ,26.4, ,0,G,999.9,0
2011/3/3,33.7833333,115.7333333,40.3,bx,38.3,8,22,8,1028.8,8,23.7,4,9.9,8,2.9,8,5.8,999.9,47.7, ,28.6,*,0,I,999.9,0
2011/3/4,33.7833333,115.7333333,40.3,bx,42.4,8,23.7,8,1024.6,8,20,4,11.7,8,4.1,8,5.8,999.9,49.8, ,28.4, ,0,I,999.9,0
2011/3/5,33.7833333,115.7333333,40.3,bx,47.5,8,35.2,8,1019.1,8,14.2,4,8.2,8,2.7,8,3.9,999.9,55, ,39.4, ,0,I,999.9,0
2011/3/6,33.7833333,115.7333333,40.3,bx,44.5,8,29.5,8,1024.2,8,19.1,4,7,8,2.7,8,5.8,999.9,54, ,32.7,*,0,I,999.9,0
2011/3/7,33.7833333,115.7333333,40.3,bx,46.6,8,26.9,8,1023.3,8,18.7,4,11.9,8,2.7,8,3.9,999.9,57.2, ,32, ,0,I,999.9,0
2011/3/8,33.7833333,115.7333333,40.3,bx,51.1,8,29,8,1023.3,8,17.9,4,9.9,8,2.9,8,5.8,999.9,61.7, ,36.1, ,0,I,999.9,0
2011/3/9,33.7833333,115.7333333,40.3,bx,47.4,8,15.6,8,1030.6,8,25.9,4,12,8,3.4,8,5.8,999.9,56.8, ,39.4,*,0,I,999.9,0
2011/3/10,33.7833333,115.7333333,40.3,bx,51.1,8,20,8,1025.2,8,20.8,4,13.6,8,3.2,8,3.9,999.9,61.3, ,35.6, ,0,I,999.9,0
2011/3/11,33.7833333,115.7333333,40.3,bx,54.6,8,21.2,8,1018.5,8,14.2,4,13.6,8,5.6,8,7.8,999.9,63.7, ,45.3, ,0,I,999.9,0
2011/3/12,33.7833333,115.7333333,40.3,bx,59,8,38.1,8,1013.8,8,9.1,4,12.8,8,4.4,8,5.8,999.9,70.5, ,45, ,0,I,999.9,0
2011/3/13,33.7833333,115.7333333,40.3,bx,60.8,8,40.9,8,1013,8,7.9,4,11.3,8,3.4,8,5.8,999.9,71.1, ,51.4, ,0,I,999.9,0
2011/3/14,33.7833333,115.7333333,40.3,bx,43.2,8,23,8,1029.3,8,23.5,4,10.6,8,6.3,8,11.7,999.9,57.6, ,37.8,*,0,G,999.9,10000
2011/3/15,33.7833333,115.7333333,40.3,bx,44.9,8,13.6,8,1030.1,8,25.3,4,11.8,8,4.4,8,9.7,999.9,53.4, ,36.5, ,0,G,999.9,0
2011/3/16,33.7833333,115.7333333,40.3,bx,50.2,8,9.7,8,1026.6,8,22,4,14,8,4.1,8,5.8,999.9,59.5, ,36.3, ,0,I,999.9,0
2011/3/17,33.7833333,115.7333333,40.3,bx,56.4,7,16,7,1021.4,7,999.9,0,14.2,7,6.1,7,7.8,999.9,65.5,*,42.6, ,0,I,999.9,0
2011/3/18,33.7833333,115.7333333,40.3,bx,58.1,8,27.8,8,1016.9,8,11.9,4,11.7,8,4.9,8,7.8,999.9,68, ,46.9, ,0,I,999.9,0
2011/3/19,33.7833333,115.7333333,40.3,bx,50.4,8,30.9,8,1015.1,8,10.8,4,8.4,8,5.6,8,9.7,999.9,58.3, ,43,*,0.07,G,999.9,10000
2011/3/20,33.7833333,115.7333333,40.3,bx,47.2,8,39.3,8,1018.7,8,13.4,4,8.2,8,3.2,8,5.8,999.9,53.4, ,42.3, ,0.31,G,999.9,10000
2011/3/21,33.7833333,115.7333333,40.3,bx,47.3,8,32.9,8,1026.8,8,21.3,4,9.5,8,3.4,8,5.8,999.9,53.6, ,41.9,*,0,G,999.9,10000
2011/3/22,33.7833333,115.7333333,40.3,bx,48.1,8,18.4,8,1030.1,8,25.5,4,13.6,8,2.9,8,3.9,999.9,54.9, ,40.1, ,0,I,999.9,0
2011/3/23,33.7833333,115.7333333,40.3,bx,50.1,8,26.4,8,1026.1,8,21.2,4,12.4,8,4.4,8,5.8,999.9,58.8, ,41.7, ,0,I,999.9,0
2011/3/24,33.7833333,115.7333333,40.3,bx,45.3,8,12.8,8,1030.4,8,25.3,4,14.4,8,4.4,8,7.8,999.9,53.6, ,35.2,*,0,I,999.9,0
2011/3/25,33.7833333,115.7333333,40.3,bx,50.4,8,16.5,8,1030.1,8,25.4,4,14.4,8,4.1,8,5.8,999.9,58.6, ,34.9, ,0,I,999.9,0
2011/3/26,33.7833333,115.7333333,40.3,bx,50.8,7,20.5,7,1027.1,7,999.9,0,12.4,7,2.2,7,5.8,999.9,63.7, ,43.2,*,0,I,999.9,0
2011/3/27,33.7833333,115.7333333,40.3,bx,53.1,8,19.7,8,1025.6,8,21,4,10.6,8,2.2,8,3.9,999.9,66, ,40.1, ,0,I,999.9,0
2011/3/28,33.7833333,115.7333333,40.3,bx,55.5,8,19.1,8,1026.3,8,21.3,4,13.2,8,4.1,8,5.8,999.9,67.3, ,39.7, ,0,I,999.9,0
2011/3/29,33.7833333,115.7333333,40.3,bx,55.5,8,21.1,8,1027,8,22.7,4,14,8,4.6,8,5.8,999.9,65.5, ,43.2, ,0,I,999.9,0
2011/3/30,33.7833333,115.7333333,40.3,bx,58.7,8,25.7,8,1021.6,8,17.3,4,11.7,8,6.1,8,9.7,999.9,70.5, ,46.6, ,0,I,999.9,0
2011/3/31,33.7833333,115.7333333,40.3,bx,63.4,8,34.5,8,1017,8,12.5,4,12.3,8,4.4,8,5.8,999.9,75.4, ,48.4, ,0,I,999.9,0
2011/4/1,33.7833333,115.7333333,40.3,bx,61.3,8,37,8,1019,8,13.8,4,9.6,8,4.6,8,7.8,999.9,73.9, ,46,*,0,I,999.9,0
2011/4/2,33.7833333,115.7333333,40.3,bx,38.8,8,33,8,1027.4,8,22.3,4,9.4,8,5.6,8,9.7,999.9,51.6, ,36,*,0.23,G,999.9,10000
2011/4/3,33.7833333,115.7333333,40.3,bx,45.9,8,28.1,8,1026.7,8,21.9,4,11.3,8,3.4,8,7.8,999.9,55.4, ,35.8, ,0,I,999.9,0
2011/4/4,33.7833333,115.7333333,40.3,bx,52.2,8,23.4,8,1025.7,8,20.9,4,11.7,8,3.2,8,5.8,999.9,63.1, ,36.7, ,0,I,999.9,0
2011/4/5,33.7833333,115.7333333,40.3,bx,56.1,8,29,8,1022.2,8,17.9,4,11.8,8,5.8,8,9.7,999.9,64.2, ,44.1, ,0.01,G,999.9,10000
2011/4/6,33.7833333,115.7333333,40.3,bx,48.4,8,43.4,8,1019.3,8,14.7,4,6.7,8,2.9,8,5.8,999.9,53.8, ,43.7,*,0.15,G,999.9,110000
2011/4/7,33.7833333,115.7333333,40.3,bx,52.9,8,46.3,8,1020.9,8,15.8,4,5.3,8,2.7,8,3.9,999.9,61.7, ,43.2, ,0,I,999.9,100000
2011/4/8,33.7833333,115.7333333,40.3,bx,61.3,8,39.9,8,1021.7,8,17.1,4,9.8,8,3.6,8,3.9,999.9,70.3, ,46.8, ,0,I,999.9,0
2011/4/9,33.7833333,115.7333333,40.3,bx,66.8,8,43.4,8,1017.3,8,13.1,4,11.3,8,5.1,8,7.8,999.9,76.1, ,54.7, ,0,I,999.9,0
2011/4/10,33.7833333,115.7333333,40.3,bx,56.8,8,38.6,8,1021.8,8,16.5,4,11.7,8,6.1,8,13.6,999.9,73.6, ,42.4,*,0,I,999.9,0
2011/4/11,33.7833333,115.7333333,40.3,bx,56.6,8,23.9,8,1023.3,8,19,4,13.6,8,3.4,8,7.8,999.9,66.6, ,40.6, ,0,I,999.9,0
2011/4/12,33.7833333,115.7333333,40.3,bx,62.3,8,34.2,8,1017.2,8,12.9,4,13.2,8,4.1,8,5.8,999.9,71.2, ,47.5, ,0,I,999.9,0
2011/4/13,33.7833333,115.7333333,40.3,bx,66.5,8,51.5,8,1012.4,8,8.1,4,12,8,4.6,8,5.8,999.9,75.9, ,54.3, ,0,I,999.9,0
2011/4/14,33.7833333,115.7333333,40.3,bx,69.5,8,56.9,8,1007.5,8,3.1,4,9.1,8,1.9,8,3.9,999.9,81.1, ,58.8, ,0,I,999.9,0
2011/4/15,33.7833333,115.7333333,40.3,bx,71.7,8,38.5,8,1010.9,8,5.6,4,11.8,8,5.1,8,9.7,999.9,86.2, ,55.9,*,0,I,999.9,0
2011/4/16,33.7833333,115.7333333,40.3,bx,60.9,8,29.7,8,1016,8,11.7,4,11.7,8,5.3,8,9.7,999.9,69.6, ,54.1, ,0,I,999.9,0
2011/4/17,33.7833333,115.7333333,40.3,bx,63.9,8,32.4,8,1012.8,8,7.7,4,12.4,8,5.3,8,9.7,999.9,75.4, ,53.4, ,0,I,999.9,0
2011/4/18,33.7833333,115.7333333,40.3,bx,59.9,8,19.8,8,1018.9,8,14,4,12.8,8,4.9,8,7.8,999.9,68.5, ,50.7,*,0,I,999.9,0
2011/4/19,33.7833333,115.7333333,40.3,bx,61.7,8,28.4,8,1018.7,8,14.5,4,12.4,8,6.3,8,7.8,999.9,70.7, ,50.5, ,0,I,999.9,0
2011/4/20,33.7833333,115.7333333,40.3,bx,68.8,8,40.7,8,1011.2,8,7.1,4,12.4,8,6.3,8,9.7,999.9,78.4, ,52.7, ,0,G,999.9,10000
2011/4/21,33.7833333,115.7333333,40.3,bx,63,8,52.5,8,1012.2,8,6.9,4,9.9,8,6.3,8,7.8,999.9,70.9, ,53.8,*,0,G,999.9,0
2011/4/22,33.7833333,115.7333333,40.3,bx,59.7,8,43.8,8,1017.2,8,12.7,4,10.1,8,3.2,8,5.8,999.9,69.3, ,51.4, ,0,G,999.9,10010
2011/4/23,33.7833333,115.7333333,40.3,bx,65.4,8,38.7,8,1013.4,8,8.9,4,12,8,4.9,8,9.7,999.9,79, ,50.5, ,0,G,999.9,0
2011/4/24,33.7833333,115.7333333,40.3,bx,65.7,8,33.5,8,1012.3,8,8.4,4,12.4,8,5.3,8,7.8,999.9,73.2, ,53.8, ,0,I,999.9,0
2011/4/25,33.7833333,115.7333333,40.3,bx,76.9,8,49.1,8,1000.6,8,996.4,4,13.6,8,6.8,8,11.7,999.9,88.9, ,58.3, ,0,I,999.9,0
2011/4/26,33.7833333,115.7333333,40.3,bx,70.8,8,46.7,8,1004.7,8,999.9,4,10.5,8,4.4,8,7.8,999.9,82.9, ,60.1,*,0,G,999.9,10000
2011/4/27,33.7833333,115.7333333,40.3,bx,66.2,8,32.7,8,1012.3,8,7.6,4,13.6,8,3.9,8,5.8,999.9,74.5, ,58.1, ,0,G,999.9,0
2011/4/28,33.7833333,115.7333333,40.3,bx,70.8,8,37.1,8,1006.1,8,2.3,4,13.6,8,6.1,8,7.8,999.9,81, ,57.9, ,0,I,999.9,0
2011/4/29,33.7833333,115.7333333,40.3,bx,81.9,8,57.8,8,998.1,8,993.8,4,13.2,8,7.5,8,13.6,999.9,93.2, ,63.1, ,0,I,999.9,0
2011/4/30,33.7833333,115.7333333,40.3,bx,72.5,8,48.7,8,1006.3,8,1,4,9.3,8,3.9,8,7.8,999.9,81.3, ,63.9,*,0,I,999.9,0
2011/5/1,33.7833333,115.7333333,40.3,bx,66.7,8,36.5,8,1015.4,8,10.7,4,10.9,8,3.4,8,5.8,999.9,74.3, ,59.7,*,0,I,999.9,0
2011/5/2,33.7833333,115.7333333,40.3,bx,58.5,8,45.7,8,1015.5,8,10.7,4,10,8,3.2,8,5.8,999.9,67.3, ,50.5,*,0.01,G,999.9,10000
2011/5/3,33.7833333,115.7333333,40.3,bx,64.7,8,47.8,8,1016.1,8,11.6,4,11.8,8,2.9,8,3.9,999.9,74.5, ,50, ,0,I,999.9,0
2011/5/4,33.7833333,115.7333333,40.3,bx,66.9,8,43.6,8,1010.8,8,6.5,4,12.8,8,6.3,8,9.7,999.9,75.9, ,55.8, ,0,I,999.9,0
2011/5/5,33.7833333,115.7333333,40.3,bx,71.6,8,52.7,8,1004.9,8,0.7,4,12,8,6.8,8,7.8,999.9,81, ,56.1, ,0,I,999.9,0
2011/5/6,33.7833333,115.7333333,40.3,bx,76.5,8,60.3,8,1003,8,998.5,4,11.1,8,3.6,8,5.8,999.9,85.3, ,63.7, ,0,I,999.9,0
2011/5/7,33.7833333,115.7333333,40.3,bx,81.7,8,65.1,8,1004,8,999.4,4,11.3,8,4.1,8,7.8,999.9,89.4, ,70.7, ,0,I,999.9,0
2011/5/8,33.7833333,115.7333333,40.3,bx,76.4,8,66.2,8,1003,8,998.8,4,7.2,8,4.4,8,5.8,999.9,90.7, ,61.9,*,0.27,G,999.9,10000
2011/5/9,33.7833333,115.7333333,40.3,bx,69.2,8,61.8,8,1003,8,998.6,4,6.4,8,6.1,8,7.8,999.9,81.9, ,61.3,*,0.48,G,999.9,10000
2011/5/10,33.7833333,115.7333333,40.3,bx,58.8,8,55.9,8,1005.1,8,0,4,6.4,8,6.8,8,9.7,999.9,63.5, ,56.3,*,1.31,G,999.9,10000
2011/5/11,33.7833333,115.7333333,40.3,bx,64.6,8,57.2,8,1009.2,8,4.4,4,8.6,8,3.2,8,5.8,999.9,71.1, ,56.1, ,0,G,999.9,0
2011/5/12,33.7833333,115.7333333,40.3,bx,67.6,8,40.3,8,1013.8,8,8.9,4,13.2,8,4.9,8,9.7,999.9,76.1, ,55.8,*,0,I,999.9,0
2011/5/13,33.7833333,115.7333333,40.3,bx,69,8,44.4,8,1015,8,10.4,4,11.7,8,3.6,8,7.8,999.9,79.2, ,55, ,0,I,999.9,0
2011/5/14,33.7833333,115.7333333,40.3,bx,71.9,8,45,8,1014.1,8,9.6,4,13.6,8,4.1,8,5.8,999.9,82, ,59.9, ,0,I,999.9,0
2011/5/15,33.7833333,115.7333333,40.3,bx,72.6,8,53,8,1013.1,8,8.5,4,14,8,4.6,8,5.8,999.9,80.6, ,61.5, ,0,I,999.9,0
2011/5/16,33.7833333,115.7333333,40.3,bx,74.4,8,56.6,8,1012.6,8,8.4,4,12,8,3.9,8,5.8,999.9,83.3, ,64, ,0,G,999.9,0
2011/5/17,33.7833333,115.7333333,40.3,bx,79.7,8,55.4,8,1002.4,8,998.5,4,13.2,8,6.6,8,9.7,999.9,89.4, ,65.8, ,0,G,999.9,0
2011/5/18,33.7833333,115.7333333,40.3,bx,83.6,8,58.8,8,1000.9,8,996.2,4,13.6,8,4.9,8,5.8,999.9,92.8, ,71.1, ,0,I,999.9,0
2011/5/19,33.7833333,115.7333333,40.3,bx,76.7,8,61.7,8,1006.7,8,2,4,11.3,8,5.6,8,7.8,999.9,84.4, ,69.4,*,0,I,999.9,0
2011/5/20,33.7833333,115.7333333,40.3,bx,66.6,8,52,8,1011.7,8,6.7,4,11.4,8,6.6,8,11.7,999.9,74.5, ,57.7,*,0,I,999.9,0
2011/5/21,33.7833333,115.7333333,40.3,bx,61.4,8,45.4,8,1016.5,8,11.7,4,13.2,8,4.1,8,7.8,999.9,68.4, ,55, ,0,I,999.9,0
2011/5/22,33.7833333,115.7333333,40.3,bx,56.1,8,47.5,8,1017.6,8,12.5,4,12.3,8,2.4,8,3.9,999.9,63.7, ,50.5,*,0.3,G,999.9,10000
2011/5/23,33.7833333,115.7333333,40.3,bx,64.5,8,50.3,8,1017.9,8,13,4,13.6,8,2.7,8,3.9,999.9,72.7, ,50.4, ,0,I,999.9,0
2011/5/24,33.7833333,115.7333333,40.3,bx,66.1,8,46.8,8,1016.4,8,11.9,4,12.8,8,3.2,8,5.8,999.9,70.9, ,59.2, ,0,I,999.9,0
2011/5/25,33.7833333,115.7333333,40.3,bx,67.3,8,45.9,8,1014.2,8,9.7,4,12.4,8,1.9,8,3.9,999.9,77.4, ,58.6,*,0,I,999.9,0
2011/5/26,33.7833333,115.7333333,40.3,bx,68,8,56.6,8,1013.6,8,8.9,4,12.2,8,4.4,8,5.8,999.9,77.5, ,57.4, ,0,I,999.9,0
2011/5/27,33.7833333,115.7333333,40.3,bx,72.7,8,55,8,1012.6,8,8.2,4,13.2,8,3.6,8,5.8,999.9,82.8, ,59, ,0,I,999.9,0
