DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
2011/1/23,32.8666666,115.7333333,33,fy,31.6,8,8.2,8,1033.5,8,28.8,4,7,8,3.9,8,9.7,999.9,43.7, ,18.3,*,0,I,999.9,100000
2011/1/24,32.8666666,115.7333333,33,fy,31.8,8,1.5,8,1033.2,8,28.9,4,8.8,8,2.9,8,3.9,999.9,41.7, ,14.9, ,0,I,999.9,0
2011/1/25,32.8666666,115.7333333,33,fy,36.9,8,9.3,8,1033.3,8,28.5,4,10.7,8,3.9,8,5.8,999.9,46.6, ,19.6, ,0,I,999.9,0
2011/1/26,32.8666666,115.7333333,33,fy,37,8,11.5,8,1036.5,8,31.8,4,10.1,8,5.8,8,7.8,999.9,44.4, ,25.3, ,0,I,999.9,0
2011/1/27,32.8666666,115.7333333,33,fy,32.7,8,24.3,8,1038.1,8,33.6,4,6.7,8,6.8,8,9.7,999.9,37.8, ,28.2,*,0.04,G,999.9,1000
2011/1/28,32.8666666,115.7333333,33,fy,30.1,8,22.3,8,1037.2,8,33.1,4,5.5,8,2.7,8,5.8,999.9,39.2, ,23.2,*,0,A,999.9,0
2011/1/29,32.8666666,115.7333333,33,fy,26.8,8,10.6,8,1038.1,8,33.6,4,7.5,8,3.9,8,7.8,999.9,38.7, ,16.5,*,0,I,999.9,0
2011/1/30,32.8666666,115.7333333,33,fy,29.5,8,3.8,8,1036.6,8,32.3,4,9.3,8,3.4,8,5.8,999.9,42.4, ,15.1, ,0,I,999.9,0
2011/1/31,32.8666666,115.7333333,33,fy,35.6,8,4.6,8,1030.5,8,26.7,4,11.6,8,4.1,8,5.8,999.9,47.5, ,14.7, ,0,I,999.9,0
2011/2/1,32.8666666,115.7333333,33,fy,38.3,8,8.3,8,1025.1,8,21,4,9.2,8,6.3,8,13.6,999.9,53.2, ,23.9, ,0,I,999.9,0
2011/2/2,32.8666666,115.7333333,33,fy,45.1,8,18.1,8,1022.4,8,18.3,4,10.3,8,5.8,8,9.7,999.9,57, ,27.3, ,0,I,999.9,0
2011/2/3,32.8666666,115.7333333,33,fy,40.9,8,19.6,8,1020.5,8,16.5,4,8.5,8,2.4,8,5.8,999.9,56.8, ,27.5,*,0,I,999.9,0
2011/2/4,32.8666666,115.7333333,33,fy,42,8,22.2,8,1021.2,8,16.9,4,6.1,8,2.9,8,5.8,999.9,59, ,26.8, ,0,I,999.9,0
2011/2/5,32.8666666,115.7333333,33,fy,48.6,8,24.7,8,1017.5,8,13.4,4,8.4,8,3.6,8,7.8,999.9,62.8, ,27, ,0,I,999.9,0
2011/2/6,32.8666666,115.7333333,33,fy,49,8,24.7,8,1018.1,8,14.1,4,6.4,8,4.6,8,7.8,999.9,60.8, ,35.6, ,0,I,999.9,0
2011/2/7,32.8666666,115.7333333,33,fy,42.4,8,33,8,1010.7,8,6.5,4,3.4,8,4.4,8,7.8,999.9,47.7, ,36.7,*,0,G,999.9,10000
2011/2/8,32.8666666,115.7333333,33,fy,45.4,8,35.8,8,1014.5,8,9.6,4,3.5,8,6.6,8,9.7,999.9,51.4, ,34, ,0,G,999.9,100000
2011/2/9,32.8666666,115.7333333,33,fy,34.5,8,29.2,8,1022.3,8,18,4,5.5,8,10.4,8,15.5,999.9,46.4, ,29.7,*,0.52,G,999.9,11000
2011/2/10,32.8666666,115.7333333,33,fy,31.8,8,25.6,8,1027.9,8,23.2,4,7,8,5.3,8,9.7,999.9,34.5, ,29.5, ,0.01,G,999.9,1000
2011/2/11,32.8666666,115.7333333,33,fy,32.2,8,26,8,1031.2,8,26.6,4,7.5,8,1.9,8,3.9,999.9,35.8, ,27,*,0,G,999.9,0
2011/2/12,32.8666666,115.7333333,33,fy,33.2,8,17.6,8,1029.6,8,25.5,4,9.2,8,4.9,8,7.8,999.9,38.3, ,25.9, ,0,I,999.9,0
2011/2/13,32.8666666,115.7333333,33,fy,33.2,8,24.4,8,1029,8,24.1,4,9.2,8,6.1,8,9.7,999.9,41.7, ,26.2,*,0,I,999.9,0
2011/2/14,32.8666666,115.7333333,33,fy,28.2,8,18.6,8,1033.1,8,28.8,4,8.5,8,4.9,8,9.7,999.9,35.8, ,23.5,*,0,I,999.9,0
2011/2/15,32.8666666,115.7333333,33,fy,34.7,8,22,8,1027.7,8,23.8,4,9.2,8,4.9,8,9.7,999.9,38.8, ,23, ,0,I,999.9,0
2011/2/16,32.8666666,115.7333333,33,fy,38,8,26.1,8,1022.2,8,18.1,4,8,8,3.2,8,3.9,999.9,46.8, ,32.2,*,0,I,999.9,0
2011/2/17,32.8666666,115.7333333,33,fy,39.7,8,28.4,8,1024.4,8,19.6,4,4.4,8,3.2,8,5.8,999.9,50.4, ,29.8,*,0,I,999.9,0
2011/2/18,32.8666666,115.7333333,33,fy,41.6,8,25.2,8,1026.4,8,22,4,7,8,3.6,8,5.8,999.9,48.2, ,29.5, ,0,I,999.9,0
2011/2/19,32.8666666,115.7333333,33,fy,37.8,8,22.6,8,1025.9,8,21.6,4,7.2,8,2.9,8,5.8,999.9,49.1, ,27.3,*,0,I,999.9,0
2011/2/20,32.8666666,115.7333333,33,fy,42.7,8,22,8,1026.1,8,22,4,10.1,8,3.9,8,7.8,999.9,54.9, ,25.5, ,0,I,999.9,0
2011/2/21,32.8666666,115.7333333,33,fy,46.4,8,22,8,1023.7,8,19.8,4,10.3,8,4.6,8,7.8,999.9,56.5, ,31.6, ,0,I,999.9,0
2011/2/22,32.8666666,115.7333333,33,fy,44.3,8,25.3,8,1021.1,8,17,4,7.1,8,1.9,8,3.9,999.9,57.2, ,33.8, ,0,I,999.9,0
2011/2/23,32.8666666,115.7333333,33,fy,52.2,8,32.3,8,1016.8,8,12.8,4,6.7,8,3.6,8,3.9,999.9,66.6, ,32.9, ,0,I,999.9,0
2011/2/24,32.8666666,115.7333333,33,fy,58.9,8,37.8,8,1017.1,8,12.6,4,8.9,8,6.6,8,9.7,999.9,71.6, ,39, ,0,I,999.9,0
2011/2/25,32.8666666,115.7333333,33,fy,45.7,8,35.2,8,1022.4,8,18.2,4,6.4,8,10.2,8,13.6,999.9,54.3, ,38.7,*,0.28,G,999.9,10000
2011/2/26,32.8666666,115.7333333,33,fy,38.1,8,35.4,8,1020.1,8,15.9,4,5.3,8,7,8,9.7,999.9,40.6, ,36.5,*,0.14,G,999.9,10000
2011/2/27,32.8666666,115.7333333,33,fy,34,8,30.7,8,1023.4,8,18.8,4,2.3,8,8,8,9.7,999.9,37, ,32.2,*,0.81,G,999.9,10010
2011/2/28,32.8666666,115.7333333,33,fy,32,8,29,8,1026.3,8,21.8,4,2.3,8,4.4,8,7.8,999.9,33.4, ,31.1,*,0.5,G,999.9,11000
2011/3/1,32.8666666,115.7333333,33,fy,32.7,8,28.4,8,1028.6,8,24.4,4,5.9,8,1.7,8,3.9,999.9,35.8, ,29.3,*,0,I,999.9,0
2011/3/2,32.8666666,115.7333333,33,fy,37.2,8,30.5,8,1027.7,8,23.4,4,7,8,2.7,8,5.8,999.9,44.8, ,28.8, ,0,I,999.9,0
2011/3/3,32.8666666,115.7333333,33,fy,37,8,29.3,8,1028.8,8,24.4,4,5.8,8,3.9,8,5.8,999.9,48, ,26.2,*,0,I,999.9,0
2011/3/4,32.8666666,115.7333333,33,fy,43.6,8,27.2,8,1024.6,8,20.7,4,9.4,8,4.6,8,5.8,999.9,51.1, ,24.4, ,0,I,999.9,0
2011/3/5,32.8666666,115.7333333,33,fy,48.4,8,36.3,8,1019.2,8,14.9,4,6.2,8,2.2,8,3.9,999.9,54.5, ,41.9, ,0,I,999.9,0
2011/3/6,32.8666666,115.7333333,33,fy,43.4,8,35,8,1024.1,8,19.5,4,6.1,8,4.4,8,5.8,999.9,51.6, ,31.6,*,0,I,999.9,0
2011/3/7,32.8666666,115.7333333,33,fy,46.8,8,28.2,8,1024.1,8,20.2,4,9.2,8,4.9,8,7.8,999.9,58.3, ,28.6, ,0,I,999.9,0
2011/3/8,32.8666666,115.7333333,33,fy,53,8,32.3,8,1023,8,18.5,4,6.6,8,4.4,8,7.8,999.9,64.6, ,39.7, ,0,I,999.9,0
2011/3/9,32.8666666,115.7333333,33,fy,45,8,25.2,8,1030.6,8,26.4,4,9.8,8,3.6,8,7.8,999.9,57.4, ,31.6,*,0,I,999.9,0
2011/3/10,32.8666666,115.7333333,33,fy,46.5,8,22.3,8,1025.9,8,22,4,12,8,2.2,8,3.9,999.9,62.1, ,29.8, ,0,I,999.9,0
2011/3/11,32.8666666,115.7333333,33,fy,53.8,8,25.4,8,1019.5,8,15.8,4,8.4,8,5.3,8,7.8,999.9,64.8, ,35.6, ,0,I,999.9,0
2011/3/12,32.8666666,115.7333333,33,fy,57.9,8,38.8,8,1014.9,8,10.8,4,9.6,8,6.1,8,9.7,999.9,71.4, ,43.9,*,0,I,999.9,0
2011/3/13,32.8666666,115.7333333,33,fy,61.8,8,42.6,8,1012.7,8,8.5,4,8.9,8,4.9,8,7.8,999.9,72.1, ,43.2, ,0,I,999.9,0
2011/3/14,32.8666666,115.7333333,33,fy,45.8,8,27.5,8,1028.9,8,23.5,4,8.6,8,12.9,8,21.4,999.9,57.2, ,38.1,*,0.01,G,999.9,10000
2011/3/15,32.8666666,115.7333333,33,fy,44.4,8,18.7,8,1031.1,8,27,4,10.6,8,7.8,8,11.7,999.9,53.8, ,37, ,0.01,A,999.9,0
2011/3/16,32.8666666,115.7333333,33,fy,47.2,8,15.4,8,1027.4,8,23.4,4,12.5,8,6.1,8,11.7,999.9,60.4, ,36.5, ,0,I,999.9,0
2011/3/17,32.8666666,115.7333333,33,fy,55.8,7,18.1,7,1022.2,7,999.9,0,13,7,5.8,7,9.7,999.9,65.5,*,32.5, ,0,I,999.9,0
2011/3/18,32.8666666,115.7333333,33,fy,57.2,8,36.8,8,1017.4,8,13.3,4,10.6,8,7,8,17.5,999.9,68.9, ,45.5, ,0,I,999.9,0
2011/3/19,32.8666666,115.7333333,33,fy,53.2,8,44.4,8,1014,8,10.2,4,6.9,8,7.3,8,9.7,999.9,62.8, ,43.3,*,0.31,G,999.9,10000
2011/3/20,32.8666666,115.7333333,33,fy,45,8,41.2,8,1018.3,8,13.6,4,3.3,8,7.3,8,9.7,999.9,46.8, ,43, ,0.4,G,999.9,10000
2011/3/21,32.8666666,115.7333333,33,fy,44.6,8,39.9,8,1027.1,8,22.2,4,7.1,8,3.6,8,7.8,999.9,46.2, ,43, ,0.29,G,999.9,10000
2011/3/22,32.8666666,115.7333333,33,fy,47.3,8,31.1,8,1030.6,8,26.6,4,8.9,8,3.4,8,5.8,999.9,53.8, ,38.3,*,0.19,G,999.9,0
2011/3/23,32.8666666,115.7333333,33,fy,49.4,8,33.2,8,1026.8,8,22.6,4,10.8,8,4.9,8,5.8,999.9,58.6, ,35.2, ,0,G,999.9,0
2011/3/24,32.8666666,115.7333333,33,fy,45,8,22.2,8,1030.8,8,26.4,4,11.4,8,5.8,8,15.5,999.9,54.1, ,32.2,*,0,I,999.9,0
2011/3/25,32.8666666,115.7333333,33,fy,46.8,8,23.7,8,1030.8,8,26.8,4,12.8,8,2.7,8,5.8,999.9,58.5, ,31.6, ,0,I,999.9,0
2011/3/26,32.8666666,115.7333333,33,fy,50.9,8,24.8,8,1027.7,8,23.7,4,12.4,8,3.4,8,5.8,999.9,64, ,33.6, ,0,I,999.9,0
2011/3/27,32.8666666,115.7333333,33,fy,51.6,8,26.6,8,1025.9,8,21.8,4,12.4,8,3.9,8,9.7,999.9,67.3, ,35.2,*,0,I,999.9,0
2011/3/28,32.8666666,115.7333333,33,fy,54.6,8,26.1,8,1026.4,8,22.1,4,9.8,8,5.3,8,11.7,999.9,68.5, ,34, ,0,I,999.9,0
2011/3/29,32.8666666,115.7333333,33,fy,54.1,8,24.8,8,1027.3,8,23.6,4,14.2,8,4.4,8,5.8,999.9,65.5, ,42.3, ,0,I,999.9,0
2011/3/30,32.8666666,115.7333333,33,fy,58.2,8,28.3,8,1021.7,8,18,4,12.4,8,5.6,8,7.8,999.9,69.8, ,44.6, ,0,I,999.9,0
2011/3/31,32.8666666,115.7333333,33,fy,64.5,8,36.1,8,1017,8,13.2,4,12,8,4.1,8,5.8,999.9,75.7, ,46.9, ,0,I,999.9,0
2011/4/1,32.8666666,115.7333333,33,fy,64.6,8,39.8,8,1017.7,8,13.3,4,6.5,8,8,8,13.6,999.9,76.5, ,50,*,0,I,999.9,0
2011/4/2,32.8666666,115.7333333,33,fy,42.4,8,33.8,8,1026.5,8,22,4,7.3,8,9.5,8,13.6,999.9,55.8, ,37.8,*,0.18,G,999.9,10000
2011/4/3,32.8666666,115.7333333,33,fy,44.8,8,28.3,8,1026.6,8,22.6,4,9.3,8,4.1,8,7.8,999.9,54.7, ,34,*,0,I,999.9,0
2011/4/4,32.8666666,115.7333333,33,fy,51.3,8,25.9,8,1025.7,8,21.7,4,10.1,8,3.4,8,5.8,999.9,62.4, ,32.9, ,0,I,999.9,0
2011/4/5,32.8666666,115.7333333,33,fy,57.1,8,30.1,8,1021.7,8,17.9,4,9.6,8,6.8,8,11.7,999.9,64.8, ,43.3, ,0,G,999.9,10000
2011/4/6,32.8666666,115.7333333,33,fy,48.9,8,45.3,8,1019.6,8,15.5,4,3.5,8,1.9,8,1.9,999.9,53.2, ,44.6,*,0.14,G,999.9,10000
2011/4/7,32.8666666,115.7333333,33,fy,54.7,8,46.7,8,1021,8,16.6,4,7.1,8,2.7,8,5.8,999.9,63.7, ,43.3, ,0.13,G,999.9,100000
2011/4/8,32.8666666,115.7333333,33,fy,58.3,8,46.8,8,1022,8,18,4,4.6,8,2.4,8,3.9,999.9,70, ,44.8, ,0,G,999.9,100000
2011/4/9,32.8666666,115.7333333,33,fy,65.8,8,45.5,8,1018.4,8,14.7,4,9.9,8,5.6,8,7.8,999.9,77.5, ,48.4, ,0,I,999.9,0
2011/4/10,32.8666666,115.7333333,33,fy,60.5,8,42.8,8,1021.4,8,16.6,4,9.9,8,8.5,8,21.4,999.9,79.2, ,45.1,*,0,I,999.9,0
2011/4/11,32.8666666,115.7333333,33,fy,55.6,8,29.7,8,1023.5,8,19.8,4,13.2,8,2.7,8,3.9,999.9,65.3, ,40.6, ,0,I,999.9,0
2011/4/12,32.8666666,115.7333333,33,fy,62.4,8,39.4,8,1017.8,8,14.1,4,10.9,8,4.9,8,7.8,999.9,72.1, ,42.6, ,0,I,999.9,0
2011/4/13,32.8666666,115.7333333,33,fy,65.8,8,51.7,8,1013,8,9.3,4,8.9,8,4.6,8,5.8,999.9,76.6, ,55, ,0,I,999.9,0
2011/4/14,32.8666666,115.7333333,33,fy,70.5,8,58.6,8,1007.7,8,3.9,4,9.2,8,2.9,8,7.8,999.9,82.6, ,54.3, ,0,I,999.9,0
2011/4/15,32.8666666,115.7333333,33,fy,73.2,8,47.7,8,1010.5,8,6,4,9.9,8,6.1,8,9.7,999.9,86.4, ,57.9,*,0,I,999.9,0
2011/4/16,32.8666666,115.7333333,33,fy,61.6,8,32.4,8,1015.5,8,11.8,4,11.8,8,5.6,8,9.7,999.9,71.2, ,51.8,*,0,I,999.9,0
2011/4/17,32.8666666,115.7333333,33,fy,64.9,8,39.1,8,1012.5,8,8.1,4,9.9,8,7.5,8,13.6,999.9,78.8, ,49.8, ,0,I,999.9,0
2011/4/18,32.8666666,115.7333333,33,fy,57.3,8,26,8,1019.1,8,14.8,4,14.4,8,5.6,8,11.7,999.9,70, ,43.5,*,0,I,999.9,0
2011/4/19,32.8666666,115.7333333,33,fy,60.3,8,30.7,8,1019.3,8,15.5,4,13,8,6.1,8,7.8,999.9,71.4, ,43.2, ,0,I,999.9,0
2011/4/20,32.8666666,115.7333333,33,fy,70.4,8,40.1,8,1011.5,8,7.9,4,12,8,5.6,8,9.7,999.9,81, ,51.6, ,0,I,999.9,0
2011/4/21,32.8666666,115.7333333,33,fy,66.2,8,52.8,8,1011.9,8,7.3,4,9.4,8,9,8,11.7,999.9,73.6, ,59,*,0,I,999.9,0
2011/4/22,32.8666666,115.7333333,33,fy,60.3,8,46.4,8,1017.2,8,13.2,4,7,8,5.1,8,9.7,999.9,70.7, ,48.6,*,0,I,999.9,0
2011/4/23,32.8666666,115.7333333,33,fy,67.4,8,39.9,8,1013.2,8,9.2,4,11.7,8,7.5,8,15.5,999.9,84.6, ,47.5, ,0,I,999.9,0
2011/4/24,32.8666666,115.7333333,33,fy,65.5,8,35.9,8,1013,8,9.6,4,14.2,8,5.1,8,5.8,999.9,75.7, ,49.3, ,0,I,999.9,0
2011/4/25,32.8666666,115.7333333,33,fy,78.2,8,46.7,8,1002.1,8,998.4,4,12.4,8,12.4,8,19.4,999.9,92.3, ,57.2, ,0,I,999.9,0
2011/4/26,32.8666666,115.7333333,33,fy,72.7,8,49.7,8,1005.1,8,1.1,4,10,8,6.1,8,17.5,999.9,86.4, ,60.1,*,0.06,G,999.9,10000
2011/4/27,32.8666666,115.7333333,33,fy,63.1,8,36.8,8,1012.5,8,8.4,4,11.8,8,5.3,8,9.7,999.9,76.8, ,48,*,0,I,999.9,0
2011/4/28,32.8666666,115.7333333,33,fy,70.5,8,40.8,8,1006.6,8,3.4,4,13.6,8,6.3,8,7.8,999.9,81.7, ,45.7, ,0,I,999.9,0
2011/4/29,32.8666666,115.7333333,33,fy,83.6,8,57.7,8,999.3,8,995.6,4,12.4,8,12.9,8,21.4,999.9,97, ,63, ,0,I,999.9,0
2011/4/30,32.8666666,115.7333333,33,fy,73.4,8,51.2,8,1006.6,8,1.8,4,10.5,8,7.3,8,13.6,999.9,84.4, ,63.9,*,0,I,999.9,0
2011/5/1,32.8666666,115.7333333,33,fy,69.3,8,36.8,8,1015.2,8,11.1,4,10.6,8,6.6,8,11.7,999.9,80.2, ,60.1,*,0,I,999.9,0
2011/5/2,32.8666666,115.7333333,33,fy,57.9,8,47.9,8,1015.4,8,10.8,4,6.1,8,5.1,8,11.7,999.9,70.2, ,48.7,*,0.26,G,999.9,10000
2011/5/3,32.8666666,115.7333333,33,fy,61.5,8,50.8,8,1016.8,8,12.9,4,9.3,8,2.2,8,3.9,999.9,72.7, ,47.7, ,0,I,999.9,0
2011/5/4,32.8666666,115.7333333,33,fy,65.2,8,46.2,8,1011.4,8,7.7,4,11,8,6.3,8,9.7,999.9,75.4, ,52.3, ,0,I,999.9,0
2011/5/5,32.8666666,115.7333333,33,fy,70.2,8,52.5,8,1005.8,8,2.1,4,10.4,8,5.6,8,11.7,999.9,83.1, ,54.3, ,0,I,999.9,0
2011/5/6,32.8666666,115.7333333,33,fy,76,8,59.7,8,1003.3,8,999.4,4,11.2,8,3.9,8,9.7,999.9,88.7, ,57.6, ,0,I,999.9,0
2011/5/7,32.8666666,115.7333333,33,fy,83.2,8,66.1,8,1003.8,8,999.8,4,9.6,8,4.4,8,5.8,999.9,93, ,66.9, ,0,I,999.9,0
2011/5/8,32.8666666,115.7333333,33,fy,82.5,8,67.3,8,1002.7,8,999.2,4,8.6,8,6.1,8,17.5,999.9,96.3, ,71.4,*,0.32,G,999.9,10010
2011/5/9,32.8666666,115.7333333,33,fy,78.4,8,67.4,8,1001.8,8,998,4,7.7,8,6.1,8,9.7,999.9,92.8, ,65.7,*,2.2,G,999.9,110010
2011/5/10,32.8666666,115.7333333,33,fy,60.5,8,57.6,8,1004.7,8,0.2,4,5,8,8.5,8,13.6,999.9,66.6, ,57.2,*,1,G,999.9,10000
2011/5/11,32.8666666,115.7333333,33,fy,63.2,8,57.5,8,1009.7,8,5.6,4,6.3,8,3.2,8,5.8,999.9,69.1, ,56.7, ,0,I,999.9,0
2011/5/12,32.8666666,115.7333333,33,fy,65.2,8,48.1,8,1014.3,8,10,4,8.9,8,5.8,8,13.6,999.9,76.8, ,53.8,*,0,I,999.9,0
2011/5/13,32.8666666,115.7333333,33,fy,69.2,8,48.7,8,1015.4,8,11.5,4,11,8,4.4,8,7.8,999.9,81.1, ,52.5, ,0,I,999.9,0
2011/5/14,32.8666666,115.7333333,33,fy,69.8,8,48.1,8,1015.2,8,11.2,4,13,8,6.1,8,7.8,999.9,82.9, ,58.3, ,0,I,999.9,0
2011/5/15,32.8666666,115.7333333,33,fy,71.1,8,53.3,8,1014.2,8,10.2,4,11.8,8,5.8,8,7.8,999.9,81.1, ,58.3, ,0,I,999.9,0
2011/5/16,32.8666666,115.7333333,33,fy,73.8,8,54.4,8,1013.1,8,9.4,4,11,8,4.4,8,5.8,999.9,86.2, ,61.3, ,0,I,999.9,0
2011/5/17,32.8666666,115.7333333,33,fy,79.3,8,54.3,8,1004.1,8,0.8,4,11.2,8,8,8,11.7,999.9,89.8, ,63.7, ,0,I,999.9,0
2011/5/18,32.8666666,115.7333333,33,fy,83,8,56.7,8,1001.9,8,997.8,4,12.2,8,7.3,8,11.7,999.9,95, ,71.8, ,0,I,999.9,0
2011/5/19,32.8666666,115.7333333,33,fy,80.6,8,65.8,8,1006.1,8,2,4,9,8,6.1,8,7.8,999.9,90.7, ,71.4,*,0,I,999.9,0
2011/5/20,32.8666666,115.7333333,33,fy,72,8,58.3,8,1010.3,8,6,4,7.5,8,9.5,8,17.5,999.9,84.4, ,62.2,*,0,I,999.9,0
2011/5/21,32.8666666,115.7333333,33,fy,57.4,8,52.8,8,1016.6,8,12.5,4,6.5,8,4.4,8,11.7,999.9,64.9, ,54.1, ,0.66,G,999.9,10010
2011/5/22,32.8666666,115.7333333,33,fy,55.6,8,50.9,8,1017.3,8,13,4,5.1,8,4.6,8,9.7,999.9,59.9, ,53.4,*,0.35,G,999.9,10000
2011/5/23,32.8666666,115.7333333,33,fy,60.7,8,52.1,8,1018,8,13.8,4,9.4,8,4.6,8,7.8,999.9,67.1, ,52.7, ,0,I,999.9,0
2011/5/24,32.8666666,115.7333333,33,fy,63.9,8,51.6,8,1016.3,8,12.3,4,10.4,8,3.6,8,9.7,999.9,68.4, ,55.8, ,0,I,999.9,0
2011/5/25,32.8666666,115.7333333,33,fy,62.7,8,48.2,8,1014.3,8,10.3,4,11,8,1.5,8,3.9,999.9,74.7, ,51.8,*,0,I,999.9,0
2011/5/26,32.8666666,115.7333333,33,fy,70,8,54.2,8,1013.4,8,9.5,4,12.4,8,4.6,8,5.8,999.9,80.8, ,50.9, ,0,I,999.9,0
2011/5/27,32.8666666,115.7333333,33,fy,73,8,54.5,8,1012.5,8,8.7,4,9.8,8,4.6,8,5.8,999.9,83.8, ,60.8, ,0,I,999.9,0
2011/5/28,32.8666666,115.7333333,33,fy,75.1,8,49.1,8,1012.6,8,8.7,4,11.4,8,4.9,8,7.8,999.9,87.4, ,63.1, ,0,I,999.9,0
2011/5/29,32.8666666,115.7333333,33,fy,78.2,8,46.7,8,1012,8,8.2,4,10.1,8,4.4,8,7.8,999.9,88.9, ,63.7, ,0,I,999.9,0
2011/5/30,32.8666666,115.7333333,33,fy,73.2,8,59.9,8,1007.5,8,3.9,4,1.9,8,4.4,8,7.8,999.9,81.1, ,69.1,*,0,G,999.9,10000
