DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
2012/1/19,30.6166666,116.9666666,63.2,AQ,42.4,8,37.4,8,1023.8,8,21,4,3.4,8,5.1,8,5.8,999.9,43.5, ,40.8, ,0,G,999.9,10000
2012/1/20,30.6166666,116.9666666,63.2,AQ,39.1,8,30.6,8,1025.2,8,22.3,4,3.1,8,6.1,8,7.8,999.9,42.3, ,36.7,*,0.01,G,999.9,10000
2012/1/21,30.6166666,116.9666666,63.2,AQ,32.4,8,28.5,8,1028.9,8,25.6,4,3.7,8,7.8,8,11.7,999.9,37, ,28.9,*,0.1,G,999.9,11000
2012/1/22,30.6166666,116.9666666,63.2,AQ,29,8,19.2,8,1033.3,8,30.4,4,6.7,8,5.8,8,9.7,999.9,30.9, ,27.5,*,0,G,999.9,1000
2012/1/23,30.6166666,116.9666666,63.2,AQ,30.2,8,20.5,8,1030.2,8,27.7,4,4.9,8,3.9,8,5.8,999.9,34, ,26.8, ,0,G,999.9,0
2012/1/24,30.6166666,116.9666666,63.2,AQ,30.2,8,19.9,8,1030.4,8,27.7,4,4.9,8,3.2,8,5.8,999.9,36.3, ,24.6,*,0,I,999.9,0
2012/1/25,30.6166666,116.9666666,63.2,AQ,30.7,8,17.8,8,1028.8,8,26.3,4,3.7,8,1.7,8,3.9,999.9,39.4, ,23.5, ,0,I,999.9,0
2012/1/26,30.6166666,116.9666666,63.2,AQ,36.5,8,24.6,8,1024.1,8,21.5,4,4.3,8,1.9,8,3.9,999.9,42.8, ,24.8, ,0,I,999.9,0
2012/1/27,30.6166666,116.9666666,63.2,AQ,39.6,8,31.7,8,1022.6,8,19.9,4,3.8,8,3.9,8,5.8,999.9,44.4, ,31.8, ,0.06,G,999.9,10000
2012/1/28,30.6166666,116.9666666,63.2,AQ,40.3,8,37.4,8,1024.5,8,21.8,4,3.7,8,3.4,8,5.8,999.9,41.4, ,37.9, ,0.02,G,999.9,10000
2012/1/29,30.6166666,116.9666666,63.2,AQ,39.3,8,36.3,8,1028,8,25.2,4,4,8,5.3,8,7.8,999.9,41.2, ,38.7,*,0.19,G,999.9,10000
2012/1/30,30.6166666,116.9666666,63.2,AQ,39.4,8,35.2,8,1029.4,8,26.8,4,3.8,8,3.2,8,5.8,999.9,40.5, ,37.8,*,0.01,A,999.9,0
2012/1/31,30.6166666,116.9666666,63.2,AQ,42.4,8,33.5,8,1024.7,8,22.2,4,5.6,8,5.3,8,11.7,999.9,51.1, ,34.5,*,0,I,999.9,0
2012/2/1,30.6166666,116.9666666,63.2,AQ,39.8,8,29.8,8,1029.8,8,26.5,4,5.1,8,7,8,9.7,999.9,49.5, ,33.1, ,0,I,999.9,0
2012/2/2,30.6166666,116.9666666,63.2,AQ,33.1,8,12.4,8,1034.6,8,32.1,4,12.5,8,5.8,8,9.7,999.9,36.7, ,29.5,*,0,I,999.9,0
2012/2/3,30.6166666,116.9666666,63.2,AQ,35.9,8,19.8,8,1027.3,8,25.1,4,7.1,8,3.2,8,7.8,999.9,45.7, ,28.2, ,0,I,999.9,0
2012/2/4,30.6166666,116.9666666,63.2,AQ,36.6,8,30.3,8,1023.5,8,20.8,4,4.2,8,1.7,8,1.9,999.9,40.1, ,30.4, ,0,G,999.9,10000
2012/2/5,30.6166666,116.9666666,63.2,AQ,44.5,8,37,8,1018.1,8,16,4,3.8,8,3.9,8,5.8,999.9,51.3, ,32.4, ,0.74,G,999.9,10000
2012/2/6,30.6166666,116.9666666,63.2,AQ,42.3,8,35.8,8,1021,8,17.6,4,3,8,6.6,8,9.7,999.9,44.4, ,38.1,*,0.36,G,999.9,10000
2012/2/7,30.6166666,116.9666666,63.2,AQ,34.1,8,6.1,8,1031.7,8,28.8,4,11.3,8,5.8,8,9.7,999.9,43, ,29.5,*,0.31,G,999.9,0
2012/2/8,30.6166666,116.9666666,63.2,AQ,35.5,8,8.3,8,1030.5,8,28,4,11.1,8,3.6,8,7.8,999.9,41, ,28.6, ,0,G,999.9,0
2012/2/9,30.6166666,116.9666666,63.2,AQ,35.2,8,16.9,8,1026.4,8,23.4,4,7.8,8,4.4,8,7.8,999.9,37.2, ,32.7,*,0,I,999.9,0
2012/2/10,30.6166666,116.9666666,63.2,AQ,31.8,8,25.4,8,1030.8,8,27.9,4,3.8,8,4.1,8,7.8,999.9,36.1, ,29.1,*,0,G,999.9,0
2012/2/11,30.6166666,116.9666666,63.2,AQ,39.5,8,25,8,1027.6,8,25.2,4,3.8,8,3.6,8,5.8,999.9,45.9, ,28.4, ,0,G,999.9,0
2012/2/12,30.6166666,116.9666666,63.2,AQ,38.2,8,35.1,8,1023.8,8,21,4,1.2,8,1.9,8,3.9,999.9,39, ,37.4, ,0.35,G,999.9,10000
2012/2/13,30.6166666,116.9666666,63.2,AQ,38.5,8,36.2,8,1023.3,8,20.8,4,2,8,4.4,8,7.8,999.9,39.6, ,37.8, ,0.41,G,999.9,10000
2012/2/14,30.6166666,116.9666666,63.2,AQ,39.4,8,37.1,8,1022.2,8,19.7,4,3,8,6.1,8,7.8,999.9,41.7, ,37.6, ,0.63,G,999.9,10000
2012/2/15,30.6166666,116.9666666,63.2,AQ,36.9,8,34,8,1024.8,8,21.7,4,3.3,8,6.1,8,7.8,999.9,41.2, ,35.1,*,0.36,G,999.9,11000
2012/2/16,30.6166666,116.9666666,63.2,AQ,38.3,8,31.8,8,1028.5,8,25.7,4,4.7,8,4.4,8,5.8,999.9,40.3, ,34.9, ,0.35,G,999.9,0
2012/2/17,30.6166666,116.9666666,63.2,AQ,39.4,8,23.7,8,1032.4,8,29.5,4,4.3,8,4.6,8,7.8,999.9,45, ,34.7,*,0,G,999.9,0
2012/2/18,30.6166666,116.9666666,63.2,AQ,38.4,8,10.8,8,1032.3,8,29.7,4,10.5,8,4.6,8,7.8,999.9,44.4, ,32.9, ,0,I,999.9,0
2012/2/19,30.6166666,116.9666666,63.2,AQ,42.5,8,15.4,8,1026.6,8,24.4,4,9.9,8,3.2,8,3.9,999.9,50.7, ,32, ,0,I,999.9,0
2012/2/20,30.6166666,116.9666666,63.2,AQ,41.6,8,30.3,8,1020.8,8,18.3,4,4.3,8,1.7,8,3.9,999.9,43.5, ,35.4, ,0,G,999.9,10000
2012/2/21,30.6166666,116.9666666,63.2,AQ,45.1,8,39.7,8,1016.8,8,14.5,4,3.1,8,3.2,8,3.9,999.9,48.6, ,41.5, ,0.36,G,999.9,10000
2012/2/22,30.6166666,116.9666666,63.2,AQ,45.2,8,42.7,8,1013.3,8,10,4,2.6,8,3.4,8,5.8,999.9,45.7, ,44.2, ,0.61,G,999.9,10000
2012/2/23,30.6166666,116.9666666,63.2,AQ,43.1,8,38.4,8,1018.3,8,15.6,4,2.5,8,8.5,8,11.7,999.9,45.7, ,39.2,*,0.04,G,999.9,10000
2012/2/24,30.6166666,116.9666666,63.2,AQ,37.2,8,32.2,8,1021.2,8,18.3,4,3.5,8,6.6,8,7.8,999.9,40.6, ,36.5, ,0.03,G,999.9,10000
2012/2/25,30.6166666,116.9666666,63.2,AQ,36.5,8,26.9,8,1026.7,8,23.8,4,5,8,6.8,8,7.8,999.9,39.9, ,32.9,*,0.07,G,999.9,1000
2012/2/26,30.6166666,116.9666666,63.2,AQ,37.5,8,22.4,8,1028.5,8,25.6,4,7.6,8,4.6,8,7.8,999.9,41.2, ,32, ,0,G,999.9,0
2012/2/27,30.6166666,116.9666666,63.2,AQ,39.7,8,24.9,8,1023.4,8,21.2,4,7.2,8,5.6,8,7.8,999.9,43.2, ,35.2, ,0.02,G,999.9,10000
2012/2/28,30.6166666,116.9666666,63.2,AQ,39.4,8,33.3,8,1021.5,8,19.3,4,4.9,8,5.1,8,7.8,999.9,41.4, ,36.3, ,0.01,G,999.9,0
2012/2/29,30.6166666,116.9666666,63.2,AQ,39.4,8,36.5,8,1019.4,8,16.7,4,2.3,8,2.7,8,5.8,999.9,40.1, ,38.7, ,0.11,G,999.9,10000
2012/3/1,30.6166666,116.9666666,63.2,AQ,42.1,8,38.6,8,1018.9,8,16,4,3,8,2.4,8,3.9,999.9,46, ,39.2, ,0.16,G,999.9,10000
2012/3/2,30.6166666,116.9666666,63.2,AQ,42.5,8,37.6,8,1022.1,8,19.3,4,3.9,8,6.6,8,9.7,999.9,46.6, ,40.5,*,0.04,G,999.9,10000
2012/3/3,30.6166666,116.9666666,63.2,AQ,39.8,8,37.2,8,1021.2,8,18.9,4,2.1,8,4.6,8,5.8,999.9,41.2, ,39.4, ,0.96,G,999.9,10000
2012/3/4,30.6166666,116.9666666,63.2,AQ,40.4,8,38,8,1016.5,8,14.2,4,4.1,8,3.9,8,5.8,999.9,41.9, ,39.2, ,0.87,G,999.9,10000
2012/3/5,30.6166666,116.9666666,63.2,AQ,41.2,8,37.2,8,1016.1,8,13.5,4,4.8,8,2.7,8,3.9,999.9,44.2, ,39, ,0,G,999.9,0
2012/3/6,30.6166666,116.9666666,63.2,AQ,45.5,8,39,8,1017.3,8,15.2,4,3.2,8,6.1,8,9.7,999.9,51.4, ,38.1, ,0.33,G,999.9,10000
2012/3/7,30.6166666,116.9666666,63.2,AQ,41,8,36.5,8,1018.8,8,15.7,4,3,8,6.6,8,9.7,999.9,44.2, ,38.1,*,0.18,G,999.9,10000
2012/3/8,30.6166666,116.9666666,63.2,AQ,40,8,35.7,8,1022.9,8,20.4,4,4,8,6.1,8,9.7,999.9,40.8, ,37.9, ,0.17,G,999.9,10000
2012/3/9,30.6166666,116.9666666,63.2,AQ,40.3,8,30.8,8,1025.9,8,22.9,4,5.2,8,3.9,8,7.8,999.9,44.2, ,34.2,*,0,I,999.9,0
2012/3/10,30.6166666,116.9666666,63.2,AQ,41.9,8,32.4,8,1025.9,8,23.3,4,3.7,8,2.2,8,3.9,999.9,52, ,33.8, ,0,I,999.9,0
2012/3/11,30.6166666,116.9666666,63.2,AQ,44.7,8,31.9,8,1029.5,8,26.7,4,4.1,8,5.3,8,7.8,999.9,52.7, ,35.1, ,0,I,999.9,0
2012/3/12,30.6166666,116.9666666,63.2,AQ,44.6,8,28.4,8,1027.2,8,24.8,4,5.8,8,4.9,8,7.8,999.9,53.2, ,37.4, ,0,I,999.9,0
2012/3/13,30.6166666,116.9666666,63.2,AQ,49.9,8,32.5,8,1023.6,8,21.2,4,5,8,2.2,8,3.9,999.9,61.9, ,37.8, ,0,I,999.9,0
2012/3/14,30.6166666,116.9666666,63.2,AQ,59.5,8,36.2,8,1020.1,8,17.8,4,6.1,8,3.4,8,3.9,999.9,70, ,41.4, ,0,G,999.9,10000
2012/3/15,30.6166666,116.9666666,63.2,AQ,51.6,7,49.1,7,1015.9,7,13.2,4,2,7,2.2,7,3.9,999.9,57, ,50.4, ,0.79,G,999.9,110000
2012/3/16,30.6166666,116.9666666,63.2,AQ,49.7,8,47.5,8,1014.9,8,12.2,4,1.5,8,2.7,8,3.9,999.9,52, ,48.7, ,0.05,G,999.9,110000
2012/3/17,30.6166666,116.9666666,63.2,AQ,50.7,8,47.7,8,1013.6,8,10.8,4,2.5,8,1.9,8,3.9,999.9,52.5, ,48.7, ,0.61,G,999.9,10000
2012/3/18,30.6166666,116.9666666,63.2,AQ,55.2,8,46.1,8,1018.7,8,15.9,4,3.2,8,6.8,8,7.8,999.9,63.7, ,47.3,*,0.26,G,999.9,110000
2012/3/19,30.6166666,116.9666666,63.2,AQ,44.2,8,40.7,8,1019.9,8,17.4,4,3,8,8.5,8,9.7,999.9,51.4, ,42.1,*,0.29,G,999.9,10010
2012/3/20,30.6166666,116.9666666,63.2,AQ,43.9,8,37.8,8,1023.8,8,21.1,4,4.9,8,7,8,7.8,999.9,45.3, ,41, ,0,G,999.9,10000
2012/3/21,30.6166666,116.9666666,63.2,AQ,52.9,8,43,8,1016.7,8,14.6,4,5,8,3.2,8,5.8,999.9,57.4, ,42.8, ,0,G,999.9,0
2012/3/22,30.6166666,116.9666666,63.2,AQ,46.1,8,43,8,1018.1,8,15,4,4.7,8,6.8,8,7.8,999.9,54.1, ,42.8,*,1.31,G,999.9,10000
2012/3/23,30.6166666,116.9666666,63.2,AQ,47.2,8,40.8,8,1025.1,8,22.3,4,5.6,8,3.4,8,7.8,999.9,54.7, ,42.3,*,0.13,G,999.9,10000
2012/3/24,30.6166666,116.9666666,63.2,AQ,52.7,8,32.2,8,1023.7,8,21.2,4,9.2,8,3.6,8,7.8,999.9,63, ,40.8, ,0.06,G,999.9,0
2012/3/25,30.6166666,116.9666666,63.2,AQ,56.4,8,37.9,8,1023.3,8,20.7,4,7.3,8,2.7,8,3.9,999.9,70.5, ,44.6, ,0,G,999.9,0
2012/3/26,30.6166666,116.9666666,63.2,AQ,61.3,8,37.6,8,1021.8,8,19.3,4,7.5,8,2.7,8,5.8,999.9,75.2, ,46.6, ,0,I,999.9,0
2012/3/27,30.6166666,116.9666666,63.2,AQ,64.6,8,41.6,8,1021.6,8,19.1,4,7.4,8,3.2,8,7.8,999.9,78.4, ,50.7, ,0,I,999.9,0
2012/3/28,30.6166666,116.9666666,63.2,AQ,69.5,8,42.4,8,1019.6,8,17.5,4,6,8,4.6,8,7.8,999.9,79.3, ,54, ,0,I,999.9,0
2012/3/29,30.6166666,116.9666666,63.2,AQ,62.7,8,51.2,8,1017.2,8,14.9,4,4.4,8,2.2,8,3.9,999.9,67.1, ,58.5,*,0.18,G,999.9,10000
2012/3/30,30.6166666,116.9666666,63.2,AQ,56.1,8,49.7,8,1021.8,8,18.6,4,3.7,8,3.9,8,7.8,999.9,61.5, ,48.7,*,0.63,G,999.9,10000
2012/3/31,30.6166666,116.9666666,63.2,AQ,57.6,8,39.7,8,1023.6,8,21.4,4,6.8,8,2.9,8,3.9,999.9,67.6, ,47.7, ,0.61,G,999.9,0
2012/4/1,30.6166666,116.9666666,63.2,AQ,64.2,8,35.3,8,1014.5,8,12.9,4,9.6,8,6.1,8,9.7,999.9,74.5, ,49.8, ,0,G,999.9,0
2012/4/2,30.6166666,116.9666666,63.2,AQ,65,8,45.9,8,1014.9,8,11.5,4,6.5,8,6.3,8,9.7,999.9,80.1, ,51.3,*,0.4,G,999.9,10000
2012/4/3,30.6166666,116.9666666,63.2,AQ,58.5,8,33.3,8,1022.8,8,20.7,4,7.4,8,3.4,8,5.8,999.9,64.2, ,49.6, ,0,I,999.9,0
2012/4/4,30.6166666,116.9666666,63.2,AQ,54.1,8,47.8,8,1017.3,8,14.7,4,5.7,8,3.4,8,5.8,999.9,57.6, ,50.4,*,0.11,G,999.9,10000
2012/4/5,30.6166666,116.9666666,63.2,AQ,61.9,8,49.3,8,1018,8,15.4,4,5,8,2.9,8,5.8,999.9,71.6, ,49.3, ,0,I,999.9,0
2012/4/6,30.6166666,116.9666666,63.2,AQ,66.9,8,43.4,8,1019.3,8,16.6,4,6.4,8,2.4,8,3.9,999.9,77.5, ,54.5, ,0,I,999.9,0
2012/4/7,30.6166666,116.9666666,63.2,AQ,69.1,8,41.2,8,1019.4,8,17.2,4,6.5,8,3.9,8,5.8,999.9,76.6, ,58.8, ,0,I,999.9,0
2012/4/8,30.6166666,116.9666666,63.2,AQ,62.6,8,52.8,8,1018.5,8,16.1,4,4.1,8,3.6,8,5.8,999.9,66.9, ,58.3,*,0,I,999.9,0
2012/4/9,30.6166666,116.9666666,63.2,AQ,64,8,56.2,8,1015,8,12.8,4,3.3,8,1.7,8,1.9,999.9,68, ,57.7, ,0,G,999.9,10000
2012/4/10,30.6166666,116.9666666,63.2,AQ,67.1,8,62,8,1010.4,8,7.8,4,4.7,8,4.1,8,5.8,999.9,73.8, ,62.8, ,0.37,G,999.9,10010
2012/4/11,30.6166666,116.9666666,63.2,AQ,66.8,8,56.2,8,1012.4,8,10.1,4,4.1,8,5.1,8,7.8,999.9,74.8, ,59.2,*,0,I,999.9,0
2012/4/12,30.6166666,116.9666666,63.2,AQ,62,8,55.9,8,1010.3,8,7.7,4,4.2,8,4.9,8,5.8,999.9,68.2, ,56.3,*,0.12,G,999.9,10000
2012/4/13,30.6166666,116.9666666,63.2,AQ,60.7,8,53.7,8,1014.6,8,12,4,5.4,8,2.4,8,3.9,999.9,65.7, ,55.4, ,0,I,999.9,0
2012/4/14,30.6166666,116.9666666,63.2,AQ,62.2,8,54.3,8,1013,8,10.7,4,6.4,8,2.2,8,3.9,999.9,66.7, ,57, ,0,G,999.9,10000
2012/4/15,30.6166666,116.9666666,63.2,AQ,62.9,8,52.9,8,1012.2,8,9.5,4,4.7,8,2.9,8,3.9,999.9,70.3, ,55.8,*,0,G,999.9,0
2012/4/16,30.6166666,116.9666666,63.2,AQ,68.6,8,48.2,8,1013.8,8,11.3,4,5,8,5.1,8,7.8,999.9,76.5, ,54.9, ,0,I,999.9,0
2012/4/17,30.6166666,116.9666666,63.2,AQ,68.9,8,52.6,8,1011.1,8,8.9,4,3.8,8,3.2,8,7.8,999.9,75, ,62.1, ,0,I,999.9,0
2012/4/18,30.6166666,116.9666666,63.2,AQ,66.2,8,54.9,8,1010.6,8,8,4,4.9,8,2.4,8,5.8,999.9,71.8, ,62.2,*,0,G,999.9,0
2012/4/19,30.6166666,116.9666666,63.2,AQ,69.6,8,56.1,8,1012.3,8,9.9,4,4.3,8,3.9,8,7.8,999.9,78.4, ,62.1, ,0,G,999.9,0
2012/4/20,30.6166666,116.9666666,63.2,AQ,60.1,8,55.6,8,1011,8,8.7,4,4.1,8,5.3,8,9.7,999.9,65.1, ,57,*,0.26,G,999.9,10000
2012/4/21,30.6166666,116.9666666,63.2,AQ,63.7,8,54.2,8,1010.5,8,8,4,6.7,8,4.6,8,5.8,999.9,72.1, ,56.5, ,0,I,999.9,0
2012/4/22,30.6166666,116.9666666,63.2,AQ,72.2,8,51.1,8,1008.2,8,6.1,4,7.7,8,5.8,8,9.7,999.9,81.1, ,59, ,0,I,999.9,0
2012/4/23,30.6166666,116.9666666,63.2,AQ,77.2,8,59.6,8,1003.9,8,2,4,7.7,8,4.9,8,7.8,999.9,87.8, ,67.5, ,0.25,G,999.9,10000
2012/4/24,30.6166666,116.9666666,63.2,AQ,69,8,66,8,1000.9,8,998.2,4,5.8,8,3.4,8,5.8,999.9,72.7, ,62.2,*,0.96,G,999.9,10010
2012/4/25,30.6166666,116.9666666,63.2,AQ,66,8,46.6,8,1013,8,10,4,10.3,8,4.4,8,9.7,999.9,75.4, ,56.3,*,0,G,999.9,0
2012/4/26,30.6166666,116.9666666,63.2,AQ,68.2,8,42.3,8,1011.6,8,9.5,4,8.9,8,4.9,8,5.8,999.9,77.9, ,56.1, ,0,I,999.9,0
2012/4/27,30.6166666,116.9666666,63.2,AQ,72.5,8,53,8,1008.1,8,5.8,4,7.7,8,4.4,8,7.8,999.9,82.4, ,60.1, ,0,I,999.9,0
2012/4/28,30.6166666,116.9666666,63.2,AQ,74.5,8,64,8,1006.7,8,4.3,4,7.5,8,2.7,8,3.9,999.9,82.8, ,63.9, ,0.68,G,999.9,10010
2012/4/29,30.6166666,116.9666666,63.2,AQ,70.6,8,67.5,8,1005.9,8,3.4,4,3.1,8,2.2,8,3.9,999.9,74.3, ,68.2,*,0.09,G,999.9,10000
2012/4/30,30.6166666,116.9666666,63.2,AQ,69,8,64.8,8,1004.8,8,2.3,4,4.1,8,4.1,8,5.8,999.9,74.1, ,66.4,*,0.17,G,999.9,10000
2012/5/1,30.6166666,116.9666666,63.2,AQ,66,8,61.7,8,1008.8,8,5.9,4,4.7,8,4.1,8,7.8,999.9,69.3, ,63.7,*,0.01,G,999.9,10000
2012/5/2,30.6166666,116.9666666,63.2,AQ,70.1,8,60,8,1010.1,8,7.6,4,6.4,8,3.6,8,7.8,999.9,75.4, ,63.5, ,0.01,G,999.9,10000
2012/5/3,30.6166666,116.9666666,63.2,AQ,71.3,8,61.9,8,1008.5,8,6.1,4,5.6,8,3.9,8,5.8,999.9,77.2, ,66, ,0.11,G,999.9,10000
2012/5/4,30.6166666,116.9666666,63.2,AQ,75,8,56.7,8,1009.9,8,7.3,4,6.3,8,2.9,8,5.8,999.9,83.7, ,66.7,*,0.03,G,999.9,0
2012/5/5,30.6166666,116.9666666,63.2,AQ,75.9,8,57.1,8,1010.4,8,8,4,5.5,8,1.9,8,3.9,999.9,86.7, ,66.6, ,0,G,999.9,0
2012/5/6,30.6166666,116.9666666,63.2,AQ,78.5,8,59,8,1009.2,8,7,4,7.2,8,3.4,8,5.8,999.9,88, ,67.3, ,0,I,999.9,0
2012/5/7,30.6166666,116.9666666,63.2,AQ,77.1,8,67,8,1004.2,8,2.1,4,4.3,8,3.6,8,7.8,999.9,85.5, ,69.8, ,1.31,G,999.9,10010
2012/5/8,30.6166666,116.9666666,63.2,AQ,76.5,8,70.1,8,1006.4,8,3.5,4,5.6,8,4.9,8,7.8,999.9,81.7, ,71.8, ,0,G,999.9,0
2012/5/9,30.6166666,116.9666666,63.2,AQ,74,8,59.6,8,1011,8,8.5,4,5.6,8,5.3,8,7.8,999.9,81.9, ,66.6,*,0,G,999.9,10000
2012/5/10,30.6166666,116.9666666,63.2,AQ,75.1,8,60.6,8,1010.9,8,8.6,4,6.4,8,3.9,8,3.9,999.9,83.1, ,66.4, ,0,G,999.9,0
2012/5/11,30.6166666,116.9666666,63.2,AQ,78.4,8,59,8,1007.8,8,5.7,4,6.5,8,3.2,8,3.9,999.9,86.9, ,68, ,0,I,999.9,0
2012/5/12,30.6166666,116.9666666,63.2,AQ,71.4,8,65.5,8,1006.2,8,3.8,4,3.3,8,3.6,8,7.8,999.9,78.1, ,67.8,*,0.63,G,999.9,10000
2012/5/13,30.6166666,116.9666666,63.2,AQ,70.8,8,65.1,8,1006.8,8,4.3,4,2.5,8,4.1,8,5.8,999.9,74.7, ,67.1, ,0,I,999.9,0
2012/5/14,30.6166666,116.9666666,63.2,AQ,63.9,8,60.5,8,1010.8,8,8,4,3.8,8,4.4,8,7.8,999.9,69.8, ,61.7,*,0.71,G,999.9,10000
2012/5/15,30.6166666,116.9666666,63.2,AQ,70.2,8,58.7,8,1010.6,8,8.4,4,6.1,8,3.2,8,5.8,999.9,77.7, ,61.5, ,0.45,G,999.9,0
2012/5/16,30.6166666,116.9666666,63.2,AQ,73.7,8,60.9,8,1007.8,8,5.4,4,5.4,8,5.6,8,9.7,999.9,82.6, ,64.2, ,0,G,999.9,0
2012/5/17,30.6166666,116.9666666,63.2,AQ,76.9,8,51.8,8,1009.4,8,7,4,7.3,8,2.7,8,3.9,999.9,87.4, ,66.2, ,0,I,999.9,0
2012/5/18,30.6166666,116.9666666,63.2,AQ,76.8,8,56.1,8,1009.1,8,7,4,5.7,8,3.6,8,7.8,999.9,86.4, ,68.2, ,0.15,G,999.9,10000
2012/5/19,30.6166666,116.9666666,63.2,AQ,66.1,8,62.9,8,1009.5,8,6.7,4,3,8,4.6,8,5.8,999.9,69.6, ,63.1,*,0.33,G,999.9,10000
2012/5/20,30.6166666,116.9666666,63.2,AQ,64.2,8,59.5,8,1012.9,8,10.2,4,4.8,8,6.1,8,7.8,999.9,66, ,61.9,*,0.31,G,999.9,0
2012/5/21,30.6166666,116.9666666,63.2,AQ,71.8,8,57.1,8,1012.1,8,9.8,4,8.2,8,4.4,8,5.8,999.9,79.5, ,61.7, ,0,G,999.9,0
2012/5/22,30.6166666,116.9666666,63.2,AQ,73.9,8,55.4,8,1010.5,8,8.2,4,6.2,8,4.6,8,5.8,999.9,82, ,65.8, ,0.02,G,999.9,10000
2012/5/23,30.6166666,116.9666666,63.2,AQ,67.3,8,63.5,8,1010.1,8,7.6,4,2.6,8,3.6,8,3.9,999.9,70.7, ,65.5,*,0.29,G,999.9,10000
