id,product_id,business_code,scene,create_time,update_time,create_by,update_by,tenant_id,status
1744651171600719874,1466647633463349248,63,dynamic-refrigerator,1704792228018,1760091608517,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774752389421940737,1466648645641179136,887,dynamic-refrigerator,1711968917600,1758257464406,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778633255128514562,1466657909055164416,12001961,dynamic-refrigerator,1712894188088,1758881132378,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744651106446401537,1466659061167558656,1483,dynamic-refrigerator,1704792212483,1753340254377,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650904995692546,1466659922253975552,12023916,dynamic-refrigerator,1704792164455,1704792164455,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778699259486973954,1468460180533415936,12034105,dynamic-refrigerator,1712909924753,1712909924753,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774751306533920770,1468475943801589760,23814,dynamic-refrigerator,1711968659420,1711968659420,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774711508238069762,1468478245086171136,12048848,dynamic-refrigerator,1711959170767,1753946972373,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778673481251143682,1470331361834307584,396,dynamic-refrigerator,1712903778743,1712903778743,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778683519845314562,1483033331154030592,12031972,dynamic-refrigerator,1712906172130,1712906172130,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778625419613552641,1501132000302469120,640,dynamic-refrigerator,1712892319956,1753339803010,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778715450793508865,1501751360259887104,760,dynamic-refrigerator,1712913785062,1753637780862,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774720803249745921,1501808486739087360,16040,dynamic-refrigerator,1711961386870,1743401422250,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650830597128193,1501810245813407744,517,dynamic-refrigerator,1704792146717,1747709773243,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774729132136284162,1501810391766798336,7958,dynamic-refrigerator,1711963372631,1752506808162,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1861352300376150018,1502221919833821184,2304271736527250001,dynamic-refrigerator,1732615945321,1732615945321,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778670444057706497,1502222090126757888,12027156,dynamic-refrigerator,1712903054620,1712903054620,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778357978181144577,1502224664846405632,12025645,dynamic-refrigerator,1712828556949,1712828556949,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650760303075329,1502226340919644160,12029885,dynamic-refrigerator,1704792129956,1704792129956,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778712813184466945,1502242986065399808,12004519,dynamic-refrigerator,1712913156207,1712913156207,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1906587578050019330,1502246667800285184,12048035,dynamic-refrigerator,1743400875949,1743400875949,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1762727737972838401,1502250855288541184,12018199,dynamic-refrigerator,1709102017288,1709102017288,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650692321796097,1502253102881837056,444,dynamic-refrigerator,1704792113748,1755448917654,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778617861895925762,1507280234347499520,6327,dynamic-refrigerator,1712890518054,1712890518054,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778717749490204673,1523549743387512832,12023240,dynamic-refrigerator,1712914333114,1760977468323,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650627483762689,1523550064675393536,885,dynamic-refrigerator,1704792098291,1752228118767,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650567042129921,1523550404816670720,12008498,dynamic-refrigerator,1704792083879,1704792083879,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1752250018398298114,1523552235814916096,12029517,dynamic-refrigerator,1706603934274,1758262342506,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778676653803220993,1523552432016068608,14835,dynamic-refrigerator,1712904535138,1712904535138,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774749791823945729,1523552638778478592,848,dynamic-refrigerator,1711968298285,1711968298285,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1861350983802474497,1523552854600585216,2111021852229821001,dynamic-refrigerator,1732615631425,1732615663439,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778703059976437761,1534732628932956160,12036647,dynamic-refrigerator,1712910830860,1712910830860,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778358891474477058,1534735474684334080,406,dynamic-refrigerator,1712828774695,1712828774695,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778721571176431617,1537280580482240512,12035628,dynamic-refrigerator,1712915244274,1712915244274,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778714281989226497,1537286634263810048,10007125,dynamic-refrigerator,1712913506397,1712913506397,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650504842313729,1537287009721126912,12394,dynamic-refrigerator,1704792069050,1705976716548,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778736088514019330,1537294021620142080,12038127,dynamic-refrigerator,1712918705478,1712918705478,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1861362249107427329,1547834865229180929,2203041250340981001,dynamic-refrigerator,1732618317283,1732618317283,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778748288336510977,1547835192221315073,12004392,dynamic-refrigerator,1712921614142,1712921614142,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778740675274850305,1547835749057114113,12028481,dynamic-refrigerator,1712919799047,1712919799047,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778617487530377218,1547836149801889794,3557,dynamic-refrigerator,1712890428800,1742379912924,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778656075350962177,1547837786352201729,12017926,dynamic-refrigerator,1712899628853,1712899628853,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778613827327799298,1547843730842791937,12034586,dynamic-refrigerator,1712889556138,1712889556138,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778650316196790273,1547913778445889537,12036311,dynamic-refrigerator,1712898255764,1712898255764,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782298465994309633,1547914759397126145,12022885,dynamic-refrigerator,1713768042454,1755594630579,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782307025172070401,1547915097441251330,12036355,dynamic-refrigerator,1713770083121,1713770083121,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650432569593858,1551163842534010882,12029011,dynamic-refrigerator,1704792051819,1704792051819,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774725779748118530,1551171716815482881,11043,dynamic-refrigerator,1711962573360,1711962573360,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1943345545359388674,1551171968884764674,12000769,dynamic-refrigerator,1752164658285,1752164658285,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1943345711927783425,1551172244282765314,22037,dynamic-refrigerator,1752164697998,1752164697998,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1778632118138089473,1551414930080231425,12000421,dynamic-refrigerator,1712893917008,1712893917008,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1861362374870740993,1551415070601998338,2109171636298311001,dynamic-refrigerator,1732618347266,1732618347266,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778744068512923650,1551415424324431874,10001375,dynamic-refrigerator,1712920608058,1732622552430,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1950738973495672833,1554749257450455042,12038067,dynamic-refrigerator,1753927388915,1753927388915,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1778616728260689922,1557617039756627969,2045,dynamic-refrigerator,1712890247776,1712890247776,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1861371197271756802,1557912940626710529,2110121553203890001,dynamic-refrigerator,1732620450691,1732620450691,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650366814445569,1559062135005908994,12013348,dynamic-refrigerator,1704792036141,1704792036141,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778652367674261506,1559063372199759873,12035969,dynamic-refrigerator,1712898744874,1712898744874,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774743786237542402,1559063631533576194,12035221,dynamic-refrigerator,1711966866441,1741575779796,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778702934717743105,1562725681560424449,12036584,dynamic-refrigerator,1712910800997,1712910800997,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1861351198718611457,1563132650297364481,24040817120512005001,dynamic-refrigerator,1732615682664,1732615682664,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778604637758730241,1563133243887849474,12038833,dynamic-refrigerator,1712887365175,1712887365175,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1904482034315796481,1570314814888800258,12024869,dynamic-refrigerator,1742898875204,1742898875204,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1778622895502376962,1570315286483759105,17464,dynamic-refrigerator,1712891718161,1712891718161,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778698999494651906,1570327548699275265,12034415,dynamic-refrigerator,1712909862765,1712909862765,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774726262851629058,1570327683189633025,12032637,dynamic-refrigerator,1711962688541,1711962688541,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778693926132891650,1570327833001783298,12030551,dynamic-refrigerator,1712908653183,1712908653183,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778608065068384258,1570327944431857666,12003832,dynamic-refrigerator,1712888182310,1712888182310,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778609793485287426,1570328347533832193,12032927,dynamic-refrigerator,1712888594396,1712888594396,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650303666049026,1570328479276920833,12033527,dynamic-refrigerator,1704792021086,1704792021086,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778703192344477698,1570328894110363649,12036653,dynamic-refrigerator,1712910862420,1712910862420,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778723291480092674,1571777922903764993,12036378,dynamic-refrigerator,1712915654427,1712915654427,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778687133541449730,1573205937642729474,12017618,dynamic-refrigerator,1712907033702,1712907033702,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778692840256946178,1575399537327665154,18609,dynamic-refrigerator,1712908394290,1712908394290,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778656505882198017,1578685030794457090,12018795,dynamic-refrigerator,1712899731500,1712899731500,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778672524730286082,1580076101600473089,12037586,dynamic-refrigerator,1712903550691,1712903550691,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778682836387672066,1580077179796647937,12041537,dynamic-refrigerator,1712906009180,1712906009180,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778740457245290497,1580077335292080129,12037655,dynamic-refrigerator,1712919747064,1712919747064,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778748455007072258,1580077442523656193,12037654,dynamic-refrigerator,1712921653879,1712921653879,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778680496979558402,1580078038299373569,12041533,dynamic-refrigerator,1712905451423,1712905451423,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778695116319928321,1583047965623939074,12031797,dynamic-refrigerator,1712908936945,1712908936945,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650218294140930,1583050068069150722,133,dynamic-refrigerator,1704792000731,1732624802452,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778661475321688065,1590174334996119553,12026730,dynamic-refrigerator,1712900916306,1712900916306,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778739171876913154,1590175663315419138,12038340,dynamic-refrigerator,1712919440609,1712919440609,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778709370241183746,1590176438640902146,12037817,dynamic-refrigerator,1712912335345,1712912335345,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778630326954913794,1590176598246752258,12032336,dynamic-refrigerator,1712893489957,1747808179360,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778743460572475394,1590176807592853505,12031210,dynamic-refrigerator,1712920463113,1712920463113,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778657209599770625,1590176909183090690,12039735,dynamic-refrigerator,1712899899279,1712899899279,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778616482474475522,1590177248829440002,12042227,dynamic-refrigerator,1712890189176,1712890189176,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778654007683432450,1595037473524875265,12011865,dynamic-refrigerator,1712899135883,1712899135883,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778736356488101890,1595248310109798402,12038247,dynamic-refrigerator,1712918769367,1712918769367,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778700762763276289,1595248545368309762,12035343,dynamic-refrigerator,1712910283161,1712910283161,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778612205112160257,1596360862629822466,12039031,dynamic-refrigerator,1712889169373,1712889169373,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778668677483970561,1596361776904208386,589,dynamic-refrigerator,1712902633436,1712902633436,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778661275728592898,1596362208011550721,12026506,dynamic-refrigerator,1712900868720,1712900868720,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778661384305291265,1596394821854101505,12026658,dynamic-refrigerator,1712900894606,1712900894606,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1941906750234423298,1596399251844431874,12052638,dynamic-refrigerator,1751821622796,1751821622796,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1778674829936541697,1596400764083961858,12281,dynamic-refrigerator,1712904100295,1712904100295,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1966334448140156930,1597493249443037186,12056270,dynamic-refrigerator,1757645639821,1757645639821,1,1,557f54e2-0305-4eac-8373-051d538100bd,1
1778742578422263809,1597496233707110402,12016217,dynamic-refrigerator,1712920252792,1712920252792,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778738377579343873,1597793308273475586,12018427,dynamic-refrigerator,1712919251233,1712919251233,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778741622179672066,1597793565782769665,12038858,dynamic-refrigerator,1712920024806,1712920024806,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778623009196126210,1597793703125254146,17550,dynamic-refrigerator,1712891745267,1712891745267,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778745786831192066,1597797487171796994,12030214,dynamic-refrigerator,1712921017737,1712921017737,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774715414198251522,1597798302687100930,12031533,dynamic-refrigerator,1711960102019,1711960102019,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778666721324986369,1597798555632992257,12032946,dynamic-refrigerator,1712902167051,1712902167051,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778621402822328321,1597803011024027649,14468,dynamic-refrigerator,1712891362278,1712891362278,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778690145132900353,1597803582430838786,12026626,dynamic-refrigerator,1712907751722,1712907751722,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774711384228315137,1598566310988677121,10006055,dynamic-refrigerator,1711959141200,1754560978505,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1752249702272217089,1598569523993313281,10002409,dynamic-refrigerator,1706603858904,1706603858904,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778709761891221505,1598570034859540482,12038733,dynamic-refrigerator,1712912428722,1712912428722,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778692689119395841,1598570555464941569,12029421,dynamic-refrigerator,1712908358255,1712908358255,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778345172375855106,1598572569074794498,12025644,dynamic-refrigerator,1712825503807,1712825503807,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778610018896822273,1602840559144337410,12024537,dynamic-refrigerator,1712888648139,1712888648139,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778666199643107329,1602935150069612546,12032655,dynamic-refrigerator,1712902042672,1751467850126,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650083523809281,1603221964642779138,276,dynamic-refrigerator,1704791968600,1732622568531,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744650019588988930,1603222157752729601,318,dynamic-refrigerator,1704791953356,1752226112012,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649904107216898,1603222501702434817,772,dynamic-refrigerator,1704791925823,1704791925823,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649840556834818,1603223217460412418,11883,dynamic-refrigerator,1704791910673,1756713314924,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774736410964537345,1603223329351860225,13452,dynamic-refrigerator,1711965108039,1732622583685,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649773754155010,1603223466585292802,18099,dynamic-refrigerator,1704791894746,1704791894746,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774714303742304257,1603223755237294082,12002563,dynamic-refrigerator,1711959837267,1711959837267,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649708502700033,1603223955741802498,12019349,dynamic-refrigerator,1704791879188,1704791879188,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649638583652354,1603228079019458562,12007412,dynamic-refrigerator,1704791862518,1705976805995,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649574606888962,1603228170081992706,12023806,dynamic-refrigerator,1704791847264,1704791847264,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649425763622913,1603229543230013442,12033651,dynamic-refrigerator,1704791811778,1760978202871,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649350459088898,1603231429173641217,12033654,dynamic-refrigerator,1704791793823,1732622598354,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778698783752237058,1603231751195525122,12033755,dynamic-refrigerator,1712909811329,1712909811329,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649264434958338,1603233597687529474,12036600,dynamic-refrigerator,1704791773314,1704791773314,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649189714100226,1603234344068120578,12036755,dynamic-refrigerator,1704791755500,1704791755500,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778668016916131841,1607643926589304834,12034044,dynamic-refrigerator,1712902475944,1712902475944,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774716956785766401,1622904326019211266,12035067,dynamic-refrigerator,1711960469802,1711960469802,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778671198383796226,1622918709352980482,437,dynamic-refrigerator,1712903234465,1712903234465,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778652811606343682,1623268120176222210,12009493,dynamic-refrigerator,1712898850716,1712898850716,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778661337154174977,1623281414190522370,12791,dynamic-refrigerator,1712900883364,1732622614555,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778663307119542273,1623281734241083393,12029042,dynamic-refrigerator,1712901353041,1712901353041,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778739757980565505,1626085776356417538,12034610,dynamic-refrigerator,1712919580347,1712919580347,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774722951619194881,1626086518353960962,10003795,dynamic-refrigerator,1711961899080,1732622629917,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1762769574255218689,1626090233551003650,12011788,dynamic-refrigerator,1709111991835,1742898899992,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778744215263232001,1626106725709520898,12031485,dynamic-refrigerator,1712920643046,1712920643046,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778366268879024129,1626107192074182658,12036185,dynamic-refrigerator,1712830533605,1712830533605,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782295669750427650,1626558013404487681,12030160,dynamic-refrigerator,1713767375778,1713767375778,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778650704551591937,1626558156816130050,12004004,dynamic-refrigerator,1712898348355,1712898348355,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782309043095793665,1627575693564510209,711,dynamic-refrigerator,1713770564232,1713770564232,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782311444347416578,1627575854957133825,10004770,dynamic-refrigerator,1713771136735,1713771136735,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782312720857174017,1627576342272344066,12036383,dynamic-refrigerator,1713771441078,1713771441078,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782367741082107905,1627576669197369346,12021007,dynamic-refrigerator,1713784558922,1713784558922,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1782609415075037185,1627576959006998530,12039422,dynamic-refrigerator,1713842178492,1713842178492,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1791408989015883777,1627577460259880961,12024536,dynamic-refrigerator,1715940160408,1715940160408,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778354357424762881,1627588663711432705,12033756,dynamic-refrigerator,1712827693693,1712827693693,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778739294170234882,1633680558086877185,12038339,dynamic-refrigerator,1712919469766,1712919469766,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1778651899378778113,1633746696321822722,10004710,dynamic-refrigerator,1712898633224,1712898633224,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649126525198338,1633753683923234817,12001862,dynamic-refrigerator,1704791740433,1704791740433,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774717254349271042,1633784211242151937,12033652,dynamic-refrigerator,1711960540746,1711960540746,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1774712354789830657,1633787363530043393,12034971,dynamic-refrigerator,1711959372599,1711959372599,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744649062966427649,1633788062712131585,12035527,dynamic-refrigerator,1704791725281,1704791725281,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
1744648991919112193,1633793573809483778,25329,dynamic-refrigerator,1704791708342,1704791708342,61,61,557f54e2-0305-4eac-8373-051d538100bd,1
