号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
号商_015,5671,344,6.07%,01时41分11秒,5327,93.93%,5,1.45%,8,0,5,62.5%,03时31分40秒,4079.79,815.96,741.78,18.18%,0,0%,0.09%
号商_016,5344,63,1.18%,05分03秒,5281,98.82%,4,6.35%,6,1,2,33.33%,44分01秒,1039.13,519.57,188.94,18.18%,0,0%,0.04%
号商_017,5701,126,2.21%,59分07秒,5575,97.79%,3,2.38%,6,0,3,50%,52分47秒,860.44,286.81,157.46,18.3%,0,0%,0.05%
号商_018,4685,59,1.26%,04分04秒,4626,98.74%,3,5.08%,5,0,3,60%,52分40秒,990.0,330.0,180.0,18.18%,0,0%,0.06%
号商_019,5322,71,1.33%,27分41秒,5251,98.67%,3,4.23%,5,0,3,60%,02时44分28秒,774.27,258.09,144.28,18.63%,0,0%,0.06%
号商_020,6453,79,1.22%,05分45秒,6374,98.78%,3,3.8%,4,0,3,75%,01时09分02秒,4803.95,1601.32,873.94,18.19%,0,0%,0.05%
号商_021,6686,41,0.61%,01时15分41秒,6645,99.39%,1,2.44%,3,0,1,33.33%,33分02秒,559.78,559.78,101.78,18.18%,0,0%,0.01%
号商_022,5773,73,1.26%,04分14秒,5700,98.74%,0,0%,2,0,0,0%,0,0.0,0.0,0.0,0,0,0%,0%
号商_023,6731,44,0.65%,01时10分16秒,6687,99.35%,1,2.27%,2,0,1,50%,03时26分45秒,3666.67,3666.67,666.66,18.18%,0,0%,0.01%
号商_024,5352,7,0.13%,04分57秒,5345,99.87%,2,28.57%,2,1,1,50%,39分00秒,275.0,275.0,50.0,18.18%,0,0%,0.02%
号商_025,4603,114,2.48%,04分42秒,4489,97.52%,1,0.88%,1,0,1,100%,01时10分17秒,166.47,166.47,30.26,18.18%,0,0%,0.02%
号商_026,5801,98,1.69%,04分40秒,5703,98.31%,1,1.02%,1,0,1,100%,01时10分07秒,344.67,344.67,62.66,18.18%,0,0%,0.02%
号商_027,5825,77,1.32%,04分53秒,5748,98.68%,0,0%,1,0,0,0%,0,0.0,0.0,0.0,0,0,0%,0%
号商_028,5479,12,0.22%,05分35秒,5467,99.78%,0,0%,1,0,0,0%,0,0.0,0.0,0.0,0,0,0%,0%
号商_029,5434,67,1.23%,05分24秒,5367,98.77%,1,1.49%,1,0,1,100%,02时17分15秒,101.2,101.2,24.2,23.91%,0,0%,0.02%
号商_030,5789,17,0.29%,08分11秒,5772,99.71%,0,0%,1,0,0,0%,0,0.0,0.0,0.0,0,0,0%,0%
号商_031,5855,21,0.36%,01时52分40秒,5834,99.64%,1,4.76%,1,0,1,100%,24时28分45秒,977.78,977.78,177.78,18.18%,0,0%,0.02%
号商_032,4862,7,0.14%,06分31秒,4855,99.86%,1,14.29%,1,0,1,100%,26时10分21秒,1405.56,1405.56,255.56,18.18%,0,0%,0.02%
号商_033,6144,50,0.81%,04分37秒,6094,99.19%,1,2%,1,0,1,100%,01时03分41秒,1574.22,1574.22,286.22,18.18%,0,0%,0.02%
号商_034,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_035,5787,0,0%,0,5787,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_036,4862,0,0%,0,4862,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_037,4675,0,0%,0,4675,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_038,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_039,4950,1,0.02%,02分36秒,4949,99.98%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_040,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_041,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_041,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_042,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_043,5778,0,0%,0,5778,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_044,5671,0,0%,0,5671,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_045,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_045,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_046,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_047,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_048,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_049,5671,0,0%,0,5671,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_050,4922,0,0%,0,4922,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_051,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_052,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_053,4906,0,0%,0,4906,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_054,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_055,5461,0,0%,0,5461,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_056,4711,0,0%,0,4711,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_057,4304,0,0%,0,4304,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_058,5322,1,0.02%,05分16秒,5321,99.98%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_059,6484,0,0%,0,6484,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_012,5960,0,0%,0,5960,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_012,5960,1,0.02%,05分13秒,5959,99.98%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_060,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_061,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_062,1725,0,0%,0,1725,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_063,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_064,4922,0,0%,0,4922,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_064,4922,0,0%,0,4922,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_065,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_066,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_067,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_068,4922,0,0%,0,4922,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_069,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_070,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_071,4841,0,0%,0,4841,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_072,5130,5,0.1%,10分56秒,5125,99.9%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_073,5356,0,0%,0,5356,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_074,4952,15,0.3%,02时27分58秒,4937,99.7%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_075,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_076,5671,0,0%,0,5671,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_077,6706,0,0%,0,6706,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_078,4806,0,0%,0,4806,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_079,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_079,5941,6,0.1%,04分04秒,5935,99.9%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_080,5671,0,0%,0,5671,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_081,4680,0,0%,0,4680,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_082,783,3,0.38%,07分23秒,780,99.62%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_083,6601,0,0%,0,6601,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_084,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_085,4675,8,0.17%,01时01分59秒,4667,99.83%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_086,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_087,5671,1,0.02%,49秒,5670,99.98%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_088,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_089,4850,0,0%,0,4850,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_090,5671,0,0%,0,5671,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_091,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_092,5024,0,0%,0,5024,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_093,5739,2,0.03%,12分07秒,5737,99.97%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_094,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_095,4573,72,1.57%,05分11秒,4501,98.43%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_096,5701,0,0%,0,5701,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_097,5919,0,0%,0,5919,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_098,4690,0,0%,0,4690,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_099,4685,0,0%,0,4685,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_100,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_101,3428,0,0%,0,3428,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_102,5001,1,0.02%,02分36秒,5000,99.98%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_103,107,0,0%,0,107,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_104,1567,0,0%,0,1567,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_105,9,0,0%,0,9,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_106,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_016,5353,0,0%,0,5353,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_107,749,0,0%,0,749,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_108,749,0,0%,0,749,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_109,4573,0,0%,0,4573,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_110,5783,0,0%,0,5783,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
号商_112,5322,0,0%,0,5322,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_113,4603,0,0%,0,4603,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_114,4595,0,0%,0,4595,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_115,4573,5,0.11%,14分12秒,4568,99.89%,0,0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_116,4603,0,0%,0,4603,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
号商_117,6160,0,0%,0,6160,100%,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0%,0%
