姓名,总分进退率,语文进退率,数学进退率,英语进退率,物理进退率,化学进退率,生物进退率
学生_27,32.93413173652694,23.22274881516588,6.474820143884892,20.610687022900763,68.57142857142857,34.69387755102041,58.0246913580247
学生_28,14.009661835748794,88.23529411764706,-13.855421686746988,33.663366336633665,-37.102473498233216,-3.896103896103896,14.285714285714285
学生_29,0.0,1.3157894736842104,32.93413173652694,-3.0534351145038165,11.864406779661017,-47.651006711409394,-13.043478260869565
学生_3,-3.7037037037037033,-10.460251046025103,37.5,-22.018348623853214,67.0103092783505,4.0,-61.53846153846154
学生_30,0.0,9.912536443148689,-37.41794310722101,-4.516129032258064,41.66666666666667,-42.12765957446808,29.838709677419356
学生_31,15.207373271889402,-27.2108843537415,46.58753709198813,43.28358208955223,-50.0,16.19718309859155,-27.500000000000004
学生_32,23.28767123287671,1.1111111111111112,-19.43661971830986,31.753554502369667,62.62626262626263,11.178247734138973,9.392265193370166
学生_33,2.1739130434782608,16.927453769559033,7.766990291262135,10.95890410958904,2.9940119760479043,-88.88888888888889,-21.48997134670487
学生_34,18.333333333333332,10.651828298887123,57.943925233644855,-12.852664576802509,6.329113924050633,-25.0,26.744186046511626
学生_35,24.731182795698924,22.270742358078603,0.0,16.408668730650156,30.18867924528302,5.179282868525896,6.451612903225806
学生_36,-6.666666666666667,20.071047957371228,-1.5915119363395225,5.676855895196507,8.984375,-13.157894736842104,-23.846153846153847
学生_37,1.4492753623188406,-5.88235294117647,2.276707530647986,-5.511811023622047,-14.855875831485587,-4.376012965964344,14.578005115089516
学生_38,10.362694300518134,75.0,8.09968847352025,11.235955056179774,3.643724696356275,-0.24096385542168677,-47.368421052631575
学生_39,-0.8583690987124464,3.3333333333333335,-2.997275204359673,0.49261083743842365,-19.594594594594593,-22.35294117647059,20.118343195266274
学生_4,-40.0,58.662613981762924,-80.41958041958041,-24.2603550295858,-51.515151515151516,-46.26865671641791,-24.786324786324787
学生_40,1.0224948875255624,-24.890829694323145,-0.45801526717557256,20.0,4.925053533190578,-12.598425196850393,3.765690376569038
学生_41,42.857142857142854,54.285714285714285,26.642335766423358,43.15789473684211,42.857142857142854,15.527950310559005,-19.54022988505747
学生_42,-3.3557046979865772,-5.454545454545454,-30.344827586206897,2.5773195876288657,17.09090909090909,2.9702970297029703,3.765690376569038
学生_43,4.609929078014184,-0.6711409395973155,2.0460358056265986,-9.782608695652174,26.490066225165563,-1.3333333333333335,28.780487804878046
学生_44,41.904761904761905,-18.58407079646018,23.991507430997878,32.16957605985037,52.98804780876494,29.508196721311474,27.57475083056478
学生_45,13.01859799713877,4.624277456647398,-6.8580542264752795,0.49261083743842365,30.51643192488263,3.873239436619718,23.295454545454543
学生_5,62.96296296296296,95.18072289156626,96.26168224299066,-30.0,-66.10169491525424,47.69230769230769,10.975609756097562
学生_6,20.0,-23.841059602649008,-75.0,30.952380952380953,83.13253012048193,36.08247422680412,35.82089552238806
学生_7,-11.711711711711711,38.82352941176471,1.36986301369863,4.294478527607362,-56.25,-8.641975308641975,-20.0
学生_8,-28.57142857142857,-16.23931623931624,-70.94017094017094,-20.57142857142857,28.985507246376812,-81.69014084507043,-26.605504587155966
学生_9,-17.647058823529413,-8.16326530612245,-33.33333333333333,-14.814814814814813,-20.689655172413794,3.482587064676617,-12.77533039647577
