商品编码,商品名称,年份,第一计量单位编码,第一计量单位名称,第二计量单位编码,第二计量单位名称
000086,鲜、冷、冻的鲸、海豚及鼠海豚的、海牛及儒艮的以及海豹、海狮及海象的肉及食用杂碎,2025,9,千克,?,?
000087,鲜、冷、冻爬行动物（包括蛇及龟鳖）的肉及食用杂碎,2025,9,千克,?,?
000088,鲜、冷、冻骆驼及其他骆驼科动物的肉及食用杂碎,2025,9,千克,?,?
000089,其他鲜、冷、冻肉及食用杂碎,2025,9,千克,?,?
000090,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,2025,9,千克,?,?
000091,"未炼制或用其他方法提取的不带瘦肉的家禽脂肪,鲜、冷、冻、干、熏、盐腌或盐渍的",2025,9,千克,?,?
000092,干、熏、盐腌或盐渍带骨猪腿及肉块,2025,9,千克,?,?
000093,干、熏、盐腌或盐渍猪腹肉（五花肉）,2025,9,千克,?,?
000094,其他干、熏、盐腌或盐渍猪肉,2025,9,千克,?,?
000095,干、熏、盐腌或盐渍牛肉,2025,9,千克,?,?
000096,干、熏、盐腌或盐渍灵长目动物肉及食用杂碎,2025,9,千克,?,?
000097,干、熏、盐腌或盐渍的鲸、海豚及鼠海豚的、海牛及儒艮的、海豹、海狮及海象的肉及食用杂碎（包括细粉、粗粉）,2025,9,千克,?,?
000098,干、熏、盐腌或盐渍的爬行动物（包括蛇及龟鳖）的肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,2025,9,千克,?,?
000099,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,2025,9,千克,?,?
000100,淡水观赏鱼,2025,9,千克,?,?
000101,其他观赏鱼,2025,9,千克,?,?
000102,鳟鱼,2025,9,千克,?,?
000103,鳗鱼（鳗鲡属）,2025,9,千克,?,?
000104,鲤科鱼（西鲤、黑?、草鱼、鲢属、鲮属、青鱼）,2025,9,千克,?,?
000105,大西洋及太平洋蓝鳍金枪鱼,2025,9,千克,?,?
000106,南方蓝鳍金枪鱼,2025,9,千克,?,?
000107,其他活鱼,2025,9,千克,?,?
000108,鲜、冷鳟鱼,2025,9,千克,?,?
000109,鲜、冷大麻哈鱼,2025,9,千克,?,?
000110,鲜、冷大西洋鲑鱼及多瑙哲罗鱼,2025,9,千克,?,?
000111,其他鲜、冷鲑科鱼,2025,9,千克,?,?
000112,鲜、冷庸鲽鱼（马舌鲽、庸鲽、狭鳞庸鲽）,2025,9,千克,?,?
000113,鲜、冷鲽鱼（鲽）,2025,9,千克,?,?
000114,鲜、冷鳎鱼（鳎属）,2025,9,千克,?,?
000115,鲜、冷大菱鲆（瘤棘?）,2025,9,千克,?,?
000116,其他鲜、冷比目鱼（鲽科、?科、舌鳎科、鳎科、菱?科、刺?科）,2025,9,千克,?,?
000117,鲜、冷长鳍金枪鱼,2025,9,千克,?,?
000118,鲜、冷黄鳍金枪鱼,2025,9,千克,?,?
000119,鲜、冷鲣,2025,9,千克,?,?
000120,鲜、冷大眼金枪鱼,2025,9,千克,?,?
000121,鲜、冷大西洋及太平洋蓝鳍金枪鱼,2025,9,千克,?,?
000122,鲜、冷南方蓝鳍金枪鱼,2025,9,千克,?,?
000123,其他鲜、冷金枪鱼,2025,9,千克,?,?
000124,鲜、冷鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,2025,9,千克,?,?
000125,鲜、冷?鱼(?属),2025,9,千克,?,?
000126,鲜、冷沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,2025,9,千克,?,?
000127,鲜、冷鲭鱼〔大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）〕,2025,9,千克,?,?
000128,鲜、冷对称竹荚鱼、新西兰竹荚鱼及竹荚鱼(竹荚鱼属),2025,9,千克,?,?
000129,鲜、冷军曹鱼,2025,9,千克,?,?
000130,鲜、冷剑鱼,2025,9,千克,?,?
000131,鲜、冷印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、?鱼（?属）、银鲳(鲳属)、秋刀鱼、圆?(圆?属）、多春鱼（毛鳞鱼）、鲔鱼、狐鲣（狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼（旗鱼科）,2025,9,千克,?,?
000132,鲜、冷鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,2025,9,千克,?,?
000133,鲜、冷黑线鳕鱼（黑线鳕）,2025,9,千克,?,?
000134,鲜、冷绿青鳕鱼,2025,9,千克,?,?
000135,鲜、冷狗鳕鱼(无须鳕属、长鳍鳕属),2025,9,千克,?,?
000136,鲜、冷阿拉斯加狭鳕鱼,2025,9,千克,?,?
000137,鲜、冷蓝鳕鱼（小鳍鳕、南蓝鳕）,2025,9,千克,?,?
000138,其他鲜、冷犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼,2025,9,千克,?,?
000139,鲜、冷罗非鱼（口孵非鲫属）,2025,9,千克,?,?
000140,鲜、冷鲶鱼（（鱼芒）鲶属、鲶属、胡鲶属、真?属）,2025,9,千克,?,?
000141,鲜、冷鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）,2025,9,千克,?,?
000142,鲜、冷鳗鱼（鳗鲡属）,2025,9,千克,?,?
000143,鲜、冷尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,2025,9,千克,?,?
000144,鲜、冷角鲨及其他鲨鱼,2025,9,千克,?,?
000145,鲜、冷?鱼及鳐鱼（鳐科）,2025,9,千克,?,?
000146,鲜、冷南极犬牙鱼（南极犬牙鱼属）,2025,9,千克,?,?
000147,鲜、冷尖吻鲈鱼(舌齿鲈属),2025,9,千克,?,?
000148,鲜、冷菱羊鲷(鲷科),2025,9,千克,?,?
000149,其他鲜、冷鱼,2025,9,千克,?,?
000150,鲜、冷鱼肝、鱼卵及鱼精,2025,9,千克,?,?
000151,鲜、冷鲨鱼翅,2025,9,千克,?,?
000152,其他鲜、冷可食用鱼杂碎,2025,9,千克,?,?
000153,冻红大麻哈鱼,2025,9,千克,?,?
000154,其他冻大麻哈鱼,2025,9,千克,?,?
000155,冻大西洋鲑鱼及多瑙哲罗鱼,2025,9,千克,?,?
000156,冻鳟鱼,2025,9,千克,?,?
000157,其他冻鲑科鱼,2025,9,千克,?,?
000158,冻罗非鱼（口孵非鲫属）,2025,9,千克,?,?
000159,冻鲶鱼（（鱼芒）鲶属、鲶属、胡鲶属、真?属）,2025,9,千克,?,?
000160,冻鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）,2025,9,千克,?,?
000161,冻鳗鱼（鳗鲡属）,2025,9,千克,?,?
000162,冻尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,2025,9,千克,?,?
000163,冻庸鲽鱼,2025,9,千克,?,?
000164,冻鲽鱼（鲽）,2025,9,千克,?,?
000165,冻鳎鱼（鳎属）,2025,9,千克,?,?
000166,冻大菱鲆（瘤棘?）,2025,9,千克,?,?
000167,其他冻比目鱼（鲽科、?科、舌鳎科、鳎科、菱?科、刺?科）,2025,9,千克,?,?
000168,冻长鳍金枪鱼,2025,9,千克,?,?
000169,冻黄鳍金枪鱼,2025,9,千克,?,?
000170,冻鲣,2025,9,千克,?,?
000171,冻大眼金枪鱼,2025,9,千克,?,?
000172,冻大西洋及太平洋蓝鳍金枪鱼,2025,9,千克,?,?
000173,冻南方蓝鳍金枪鱼,2025,9,千克,?,?
000174,其他冻金枪鱼(金枪鱼属),2025,9,千克,?,?
000175,冻鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,2025,9,千克,?,?
000176,冻沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,2025,9,千克,?,?
000177,冻鲭鱼〔大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）〕,2025,9,千克,?,?
000178,冻对称竹荚鱼、新西兰竹荚鱼及竹荚鱼(竹荚鱼属),2025,9,千克,?,?
000179,冻军曹鱼,2025,9,千克,?,?
000180,冻剑鱼,2025,9,千克,?,?
000181,冻?鱼（?属）、冻印度鲭(羽鳃鲐属)、冻马鲛鱼(马鲛属)、冻?鱼（?属）、冻银鲳(鲳属)、冻秋刀鱼、冻圆?(圆?属)、冻多春鱼（毛鳞鱼）、冻鲔鱼、冻狐鲣（狐鲣属）、冻枪鱼 、冻旗鱼、冻四鳍旗鱼（旗鱼科）,2025,9,千克,?,?
000182,冻鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,2025,9,千克,?,?
000183,冻黑线鳕鱼（黑线鳕）,2025,9,千克,?,?
000184,冻绿青鳕鱼,2025,9,千克,?,?
000185,冻狗鳕鱼(无须鳕属、长鳍鳕属),2025,9,千克,?,?
000186,冻阿拉斯加狭鳕鱼,2025,9,千克,?,?
000187,冻蓝鳕鱼（小鳍鳕、南蓝鳕）,2025,9,千克,?,?
000188,其他冻犀鳕科、冻多丝真鳕科、冻鳕科、冻长尾鳕科、冻黑鳕科、冻无须鳕科、冻深海鳕科及南极鳕科鱼,2025,9,千克,?,?
000189,冻角鲨及其他鲨鱼,2025,9,千克,?,?
000190,冻?鱼及鳐鱼（鳐科）,2025,9,千克,?,?
000191,冻南极犬牙鱼（南极犬牙鱼属）,2025,9,千克,?,?
000192,冻尖吻鲈鱼(舌齿鲈属),2025,9,千克,?,?
000193,其他冻鱼,2025,9,千克,?,?
000194,冻鱼肝、鱼卵及鱼精,2025,9,千克,?,?
000195,冻鲨鱼翅,2025,9,千克,?,?
000196,其他冻可食用鱼杂碎,2025,9,千克,?,?
000197,鲜或冷罗非鱼（口孵非鲫属）鱼片,2025,9,千克,?,?
000198,鲜或冷鲶鱼（（鱼芒）鲶属、鲶属、胡鲶属、真?属）鱼片,2025,9,千克,?,?
000199,鲜或冷尼罗河鲈鱼（尼罗尖吻鲈）鱼片,2025,9,千克,?,?
000200,鲜或冷的鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）及黑鱼（鳢属）的鱼片,2025,9,千克,?,?
000201,鲜或冷大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼的鱼片,2025,9,千克,?,?
000202,鲜或冷鳟鱼鱼片,2025,9,千克,?,?
000203,鲜或冷比目鱼（鲽科、?科、舌鳎科、鳎科、菱?科、刺?科）的鱼片,2025,9,千克,?,?
000204,鲜或冷犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼片,2025,9,千克,?,?
000205,鲜或冷剑鱼鱼片,2025,9,千克,?,?
000206,鲜或冷南极犬牙鱼(南极犬牙鱼属)鱼片,2025,9,千克,?,?
000207,鲜或冷角鲨及其他鲨鱼鱼片,2025,9,千克,?,?
000208,鲜或冷?鱼及鳐鱼（鳐科）鱼片,2025,9,千克,?,?
000209,其他鲜或冷的鱼片,2025,9,千克,?,?
000210,鲜或冷的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真?属）、鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）鱼肉,2025,9,千克,?,?
000211,鲜或冷的鲑科鱼鱼肉,2025,9,千克,?,?
000212,鲜或冷的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉,2025,9,千克,?,?
000213,鲜或冷的剑鱼鱼肉,2025,9,千克,?,?
000214,鲜或冷的南极犬牙鱼（南极犬牙鱼属）鱼肉,2025,9,千克,?,?
000215,鲜或冷的角鲨及其他鲨鱼鱼肉,2025,9,千克,?,?
000216,鲜或冷的?鱼及鳐鱼（鳐科）鱼肉,2025,9,千克,?,?
000217,其他鲜或冷的鱼肉,2025,9,千克,?,?
000218,冻罗非鱼（口孵非鲫属）的鱼片,2025,9,千克,?,?
000219,冻叉尾?鱼（真?属）的鱼片,2025,9,千克,?,?
000220,冻尼罗河鲈鱼（尼罗尖吻鲈）的鱼片,2025,9,千克,?,?
000221,冻鲤科鱼、鳗鱼（鳗鲡属）及黑鱼（鳢属）的鱼片,2025,9,千克,?,?
000222,冻鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）鱼片,2025,9,千克,?,?
000223,冻黑线鳕鱼（黑线鳕）鱼片,2025,9,千克,?,?
000224,冻绿青鳕鱼鱼片,2025,9,千克,?,?
000225,冻狗鳕鱼(无须鳕属、长鳍鳕属)鱼片,2025,9,千克,?,?
000226,冻阿拉斯加狭鳕鱼鱼片,2025,9,千克,?,?
000227,其他冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼的鱼片,2025,9,千克,?,?
000228,冻大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼的鱼片,2025,9,千克,?,?
000229,冻鳟鱼的鱼片,2025,9,千克,?,?
000230,冻比目鱼（鲽科、?科、舌鳎科、鳎科、菱?科、刺?科）的鱼片,2025,9,千克,?,?
000231,冻剑鱼的鱼片,2025,9,千克,?,?
000232,冻南极犬牙鱼(南极犬牙鱼属)的鱼片,2025,9,千克,?,?
000233,冻鲱鱼（大西洋鲱鱼、太平洋鲱鱼）的鱼片,2025,9,千克,?,?
000234,冻金枪鱼(金枪鱼属)、鲣的鱼片,2025,9,千克,?,?
000235,冻的角鲨、其他鲨鱼、?鱼及鳐鱼（鳐科）的鱼片,2025,9,千克,?,?
000236,其他冻鱼片,2025,9,千克,?,?
000237,冻剑鱼鱼肉,2025,9,千克,?,?
000238,冻南极犬牙鱼(南极犬牙鱼属)鱼肉,2025,9,千克,?,?
000239,冻的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真?属）、鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）鱼肉,2025,9,千克,?,?
000240,冻阿拉斯加狭鳕鱼鱼肉,2025,9,千克,?,?
000241,冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉，阿拉斯加狭鳕鱼的除外,2025,9,千克,?,?
000242,冻的角鲨及其他鲨鱼鱼肉,2025,9,千克,?,?
000243,冻的?鱼及鳐鱼（鳐科）鱼肉,2025,9,千克,?,?
000244,其他冻鱼肉,2025,9,千克,?,?
000245,干、熏、盐腌或盐渍的鱼肝、鱼卵及鱼精,2025,9,千克,?,?
000246,干、盐腌或盐渍的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真?属）、鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）的鱼片,2025,9,千克,?,?
000247,干、盐腌或盐渍的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼的鱼片,2025,9,千克,?,?
000248,其他干、盐腌或盐渍的鱼片,2025,9,千克,?,?
000249,熏大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼（不包括食用杂碎）,2025,9,千克,?,?
000250,熏鲱鱼（不包括食用杂碎）,2025,9,千克,?,?
000251,熏鳟鱼（不包括食用杂碎）,2025,9,千克,?,?
000252,熏的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真?属）、鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,2025,9,千克,?,?
000253,其他熏鱼（不包括食用杂碎）,2025,9,千克,?,?
000254,干鳕鱼(大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼)（不包括食用杂碎）,2025,9,千克,?,?
000255,干的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真?属）、鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,2025,9,千克,?,?
000256,干的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼，鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）除外,2025,9,千克,?,?
000257,干的鲱鱼（大西洋鲱鱼、太平洋鲱鱼）、?鱼（?属）、沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱、鲭鱼[大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）]、印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）、?鱼（?属）、军曹鱼、银鲳(鲳属)、秋刀鱼、圆?(圆?属)、多春鱼（毛鳞鱼）、剑鱼、鲔鱼、狐鲣（狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼（旗鱼科）,2025,9,千克,?,?
000258,其他干鱼（不包括食用杂碎）,2025,9,千克,?,?
000259,盐腌及盐渍的鲱鱼（不包括食用杂碎）,2025,9,千克,?,?
000260,盐腌及盐渍的鳕鱼(大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼)（不包括食用杂碎）,2025,9,千克,?,?
000261,盐腌及盐渍的?鱼(?属),2025,9,千克,?,?
000262,盐腌及盐渍的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真?属）、鲤科鱼（鲤属、?属、草鱼、鲢属、鲮属、青鱼、卡特拉?、野鲮属、哈氏纹唇鱼、何氏细须?、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,2025,9,千克,?,?
000263,其他盐腌及盐渍的鱼（不包括食用杂碎）,2025,9,千克,?,?
000264,鲨鱼翅,2025,9,千克,?,?
000265,鱼头、鱼尾、鱼鳔,2025,9,千克,?,?
000266,其他鱼鳍及其他可食用杂碎,2025,9,千克,?,?
000267,冻的岩礁虾和其他龙虾（真龙虾属、龙虾属、岩龙虾属）,2025,9,千克,?,?
000268,冻的螯龙虾(螯龙虾属),2025,9,千克,?,?
000269,冻蟹,2025,9,千克,?,?
000270,冻挪威海螯虾,2025,9,千克,?,?
000271,冻冷水小虾及对虾(长额虾属、褐虾),2025,9,千克,?,?
000272,其他冻小虾及对虾,2025,9,千克,?,?
000273,其他冻甲壳动物,2025,9,千克,?,?
000274,活、鲜或冷的岩礁虾及其他龙虾（真龙虾属、龙虾属、岩龙虾属）,2025,9,千克,?,?
000275,活、鲜或冷的螯龙虾（螯龙虾属）,2025,9,千克,?,?
000276,活、鲜或冷的蟹,2025,9,千克,?,?
000277,活、鲜或冷的挪威海螯虾,2025,9,千克,?,?
000278,活、鲜或冷的冷水小虾及对虾(长额虾属、褐虾),2025,9,千克,?,?
000279,其他小虾及对虾,2025,9,千克,?,?
000280,其他活、鲜或冷的甲壳动物,2025,9,千克,?,?
000281,本品目所列其他方法加工的岩礁虾及其他龙虾（真龙虾属、龙虾属、岩龙虾属）,2025,9,千克,?,?
000282,本品目所列其他方法加工的螯龙虾（螯龙虾属）,2025,9,千克,?,?
000283,本品目所列其他方法加工的蟹,2025,9,千克,?,?
000284,本品目所列其他方法加工的挪威海螯虾,2025,9,千克,?,?
000285,本品目所列其他方法加工的小虾及对虾,2025,9,千克,?,?
000286,本品目所列其他方法加工的未列名甲壳动物,2025,9,千克,?,?
000287,活、鲜或冷的牡蛎(蚝),2025,9,千克,?,?
000288,冻的牡蛎(蚝),2025,9,千克,?,?
000289,干、盐腌、盐渍或熏制的牡蛎(蚝),2025,9,千克,?,?
000290,活、鲜或冷的扇贝及其他扇贝科软体动物,2025,9,千克,?,?
000291,冻的扇贝及其他扇贝科软体动物,2025,9,千克,?,?
000292,干、盐腌、盐渍或熏制的扇贝及其他扇贝科软体动物,2025,9,千克,?,?
000293,活、鲜或冷的贻贝,2025,9,千克,?,?
000294,冻的贻贝,2025,9,千克,?,?
000295,干、盐腌、盐渍或熏制的贻贝,2025,9,千克,?,?
000296,活、鲜或冷的墨鱼及鱿鱼,2025,9,千克,?,?
000297,冻的墨鱼及鱿鱼,2025,9,千克,?,?
000298,冻、干、盐腌、盐渍或熏制的墨鱼及鱿鱼,2025,9,千克,?,?
000299,活、鲜或冷的章鱼,2025,9,千克,?,?
000300,冻的章鱼,2025,9,千克,?,?
000301,干、盐腌、盐渍或熏制的章鱼,2025,9,千克,?,?
000302,蜗牛及螺，海螺除外,2025,9,千克,?,?
000303,活、鲜或冷的蛤、鸟蛤及舟贝,2025,9,千克,?,?
000304,冻的蛤、鸟蛤及舟贝（(蚶科、北极蛤科、鸟蛤科、斧蛤科、缝栖蛤科、蛤蜊科、中带蛤科、海螂科、双带蛤科、截蛏科、竹蛏科、砗磲科、帘蛤科),2025,9,千克,?,?
000305,干、盐腌、盐渍或熏制的蛤、鸟蛤及舟贝(蚶科、北极蛤科、鸟蛤科、斧蛤科、缝栖蛤科、蛤蜊科、中带蛤科、海螂科、双带蛤科、截蛏科、竹蛏科、砗磲科、帘蛤科),2025,9,千克,?,?
000306,活、鲜或冷的鲍鱼（鲍属）,2025,9,千克,?,?
000307,活、鲜或冷的凤螺（凤螺属）,2025,9,千克,?,?
000308,冻的鲍鱼（鲍属）,2025,9,千克,?,?
000309,冻的凤螺（凤螺属）,2025,9,千克,?,?
000310,干、盐腌、盐渍或熏制的鲍鱼（鲍属）,2025,9,千克,?,?
000311,干、盐腌、盐渍或熏制的凤螺（凤螺属）,2025,9,千克,?,?
000312,其他活、鲜、冷的软体动物,2025,9,千克,?,?
000313,未列名冻的软体动物,2025,9,千克,?,?
000314,未列名干、盐腌、盐渍或熏制的软体动物,2025,9,千克,?,?
000315,活、鲜或冷的海参(仿刺参、海参纲),2025,9,千克,?,?
000316,冻的海参(仿刺参、海参纲),2025,9,千克,?,?
